DTXSID,CAS,Compound,has_SEEM,SEEM_mg_kg_day,AED_median,BER,concern,in_aed_ber,has_BER
DTXSID9027441,1843-05-6,2-hydroxy-4-(octyloxy)benzophenone,True,,3.037,,no_exposure_data,True,False
DTXSID0024000,1861-32-1,Chlorthal-dimethyl,True,,0.7092,,no_exposure_data,True,False
DTXSID7024376,1929-77-7,Vernolate,True,,0.3468,,no_exposure_data,True,False
DTXSID5021097,2058-46-0,Oxytetracycline hydrochloride,True,,0.88145,,no_exposure_data,True,False
DTXSID0023907,205-99-2,Benzo[b]fluoranthene,True,,0.0422,,no_exposure_data,True,False
DTXSID3024104,206-44-0,Fluoranthene,True,,0.059175,,no_exposure_data,True,False
DTXSID7022174,2104-64-5,O-ethyl o-(p-nitrophenyl) phenylphosphonothioate,True,,0.1031,,no_exposure_data,True,False
DTXSID3020916,2243-62-1,"""1,5-diaminonaphthalene""",True,,0.1702,,no_exposure_data,True,False
DTXSID3041376,24602-86-6,Tridemorph,True,,0.4661,,no_exposure_data,True,False
DTXSID9043938,2528-16-7,Benzyl hydrogen phthalate,True,,0.01709,,no_exposure_data,True,False
DTXSID5032523,2634-33-5,"""1,2-benzisothiazolin-3-one""",True,,0.097565,,no_exposure_data,True,False
DTXSID4020458,2921-88-2,Chlorpyrifos,True,,0.03319,,no_exposure_data,True,False
DTXSID4032459,298-02-2,Phorate,True,,0.005924,,no_exposure_data,True,False
DTXSID4022731,298-46-4,Carbamazepine,True,,0.5501,,no_exposure_data,True,False
DTXSID8020127,30516-87-1,Azidothymidine,True,,2.3285,,no_exposure_data,True,False
DTXSID9027522,3147-75-9,Octrizole,True,,0.16345,,no_exposure_data,True,False
DTXSID5041691,35256-85-0,Butam,True,,0.80385,,no_exposure_data,True,False
DTXSID1038321,3739-38-6,3-phenoxybenzoic acid,True,,0.0041605,,no_exposure_data,True,False
DTXSID8022828,4291-63-8,2-chloro-2'-deoxyadenosine,True,,0.4973,,no_exposure_data,True,False
DTXSID5022308,446-72-0,Genistein,True,,0.50745,,no_exposure_data,True,False
DTXSID9047592,484-17-3,9-phenanthrol,True,,0.1172,,no_exposure_data,True,False
DTXSID4020375,50-29-3,"""p,p'-ddt""",True,,0.1094,,no_exposure_data,True,False
DTXSID7021237,50-55-5,Reserpine,True,,0.0061845,,no_exposure_data,True,False
DTXSID4020290,50892-23-4,Pirinixic acid,True,,0.037055,,no_exposure_data,True,False
DTXSID0020523,51-28-5,"""2,4-dinitrophenol""",True,,0.007899,,no_exposure_data,True,False
DTXSID5021209,51-52-5,6-propyl-2-thiouracil,True,,0.7407,,no_exposure_data,True,False
DTXSID1047285,527680-56-4,"""n-[(3r)-1-azabicyclo[2.2.2]oct-3-yl]-2,3-dihydro-1,4-benzodioxine-6-carboxamide""",True,,5.645,,no_exposure_data,True,False
DTXSID4024066,528-29-0,"""1,2-dinitrobenzene""",True,,1.04,,no_exposure_data,True,False
DTXSID4034150,52-86-8,Haloperidol,True,,0.56245,,no_exposure_data,True,False
DTXSID4021185,53-03-2,Prednisone,True,,5.014,,no_exposure_data,True,False
DTXSID1022053,534-52-1,"""2-methyl-4,6-dinitrophenol""",True,,0.0012265,,no_exposure_data,True,False
DTXSID5020653,548-62-9,Hexamethyl-p-rosaniline chloride,True,,0.18075,,no_exposure_data,True,False
DTXSID5023950,55285-14-8,Carbosulfan,True,,0.3158,,no_exposure_data,True,False
DTXSID2024086,563-12-2,Ethion,True,,0.02532,,no_exposure_data,True,False
DTXSID3020465,56-53-1,Diethylstilbestrol (des),True,,0.4464,,no_exposure_data,True,False
DTXSID5023902,56-55-3,Benz[a]anthracene,True,,0.12775,,no_exposure_data,True,False
DTXSID8020541,57-41-0,Phenytoin,True,,0.1406,,no_exposure_data,True,False
DTXSID9024063,576-26-1,"""2,6-dimethylphenol""",True,,2.0205,,no_exposure_data,True,False
DTXSID3022370,57-83-0,Progesterone,True,,0.5816,,no_exposure_data,True,False
DTXSID6027218,579-66-8,"""2,6-diethylaniline""",True,,0.49925,,no_exposure_data,True,False
DTXSID2021781,84-74-2,Dibutylphthalate,True,,0.64205,,no_exposure_data,True,False
DTXSID0020232,58-08-2,Caffeine,True,,0.4648,,no_exposure_data,True,False
DTXSID9021217,58-14-0,Pyrimethamine,True,,0.2647,,no_exposure_data,True,False
DTXSID8024107,59756-60-4,Fluridone ,True,,0.4685,,no_exposure_data,True,False
DTXSID0021256,599-79-1,Sulfasalazine,True,,0.2042,,no_exposure_data,True,False
DTXSID6024460,60-09-3,4-aminoazobenzene,True,,0.13825,,no_exposure_data,True,False
DTXSID9020453,60-57-1,Dieldrin,True,,0.001008,,no_exposure_data,True,False
DTXSID5020528,606-20-2,"""2,6-dinitrotoluene""",True,,3.3325,,no_exposure_data,True,False
DTXSID8024523,63-05-8,Androstenedione,True,,4.2805,,no_exposure_data,True,False
DTXSID9047540,6344-67-8,3-hydroxyfluorene,True,,0.37565,,no_exposure_data,True,False
DTXSID9032537,7173-51-5,Didecyl dimethyl ammonium chloride,True,,0.004452,,no_exposure_data,True,False
DTXSID6020561,72-20-8,Endrin,True,,0.00096575,,no_exposure_data,True,False
DTXSID4020373,72-54-8,"""p,p'-ddd""",True,,0.00013615,,no_exposure_data,True,False
DTXSID5024261,732-11-6,Phosmet,True,,0.8941,,no_exposure_data,True,False
DTXSID5020784,75330-75-5,Lovastatin,True,,0.4463,,no_exposure_data,True,False
DTXSID0021125,77-09-8,Phenolphthalein,True,,1.196,,no_exposure_data,True,False
DTXSID4022442,77-40-7,Bisphenol b,True,,0.5942,,no_exposure_data,True,False
DTXSID6022345,789-02-6,"""o,p'-ddt""",True,,0.1337,,no_exposure_data,True,False
DTXSID0023581,79902-63-9,Simvastatin,True,,0.28455,,no_exposure_data,True,False
DTXSID8021771,80-46-6,4-(2-methylbutan-2-yl)phenol,True,,0.083295,,no_exposure_data,True,False
DTXSID6032354,105512-06-9,Clodinafop-propargyl,True,,26.0,,no_exposure_data,True,False
DTXSID5020867,838-88-0,"""4,4'-methylene bis(2-methylaniline)""",True,,0.5945,,no_exposure_data,True,False
DTXSID9023380,68-22-4,Norethindrone,True,,0.03685,,no_exposure_data,True,False
DTXSID6021030,86-30-6,N-nitrosodiphenylamine,True,,0.2698,,no_exposure_data,True,False
DTXSID3020627,86386-73-4,Fluconazole ,True,,1.411,,no_exposure_data,True,False
DTXSID8026307,87-62-7,"""2,6-dimethylaniline""",True,,1.3255,,no_exposure_data,True,False
DTXSID7021106,87-86-5,Pentachlorophenol,True,,0.4854,,no_exposure_data,True,False
DTXSID5021386,88-06-2,"""2,4,6-trichlorophenol""",True,,0.2249,,no_exposure_data,True,False
DTXSID3020207,88-85-7,Dinoseb,True,,0.0002502,,no_exposure_data,True,False
DTXSID5023877,90-04-0,2-anisidine,True,,0.1006,,no_exposure_data,True,False
DTXSID1021798,91-22-5,Quinoline,True,,4.8595,,no_exposure_data,True,False
DTXSID9020582,91-53-2,Ethoxyquin,True,,0.10065,,no_exposure_data,True,False
DTXSID2020921,91-59-8,2-naphthylamine,True,,0.76305,,no_exposure_data,True,False
DTXSID7020348,91-64-5,Coumarin,True,,0.053635,,no_exposure_data,True,False
DTXSID2020137,92-87-5,Benzidine,True,,0.84745,,no_exposure_data,True,False
DTXSID4022527,94-13-3,Propylparaben,True,,1.672,,no_exposure_data,True,False
DTXSID3020209,94-26-8,Butylparaben,True,,0.675,,no_exposure_data,True,False
DTXSID3026564,94-28-0,Tri(ethylene glycol) bis(2-ethylhexanoate),True,,0.2675,,no_exposure_data,True,False
DTXSID8021808,95-48-7,2-methylphenol,True,,4.8755,,no_exposure_data,True,False
DTXSID4024359,95-95-4,"""2,4,5-trichlorophenol""",True,,0.11985,,no_exposure_data,True,False
DTXSID9020617,97-53-0,Eugenol,True,,14.815,,no_exposure_data,True,False
DTXSID7022413,97-54-1,Isoeugenol,True,,0.2729,,no_exposure_data,True,False
DTXSID1020221,98-54-4,4-tert-butylphenol,True,,0.9761,,no_exposure_data,True,False
DTXSID3020964,98-95-3,Nitrobenzene,True,,1.741,,no_exposure_data,True,False
DTXSID5021831,99-08-1,3-nitrotoluene,True,,0.7244,,no_exposure_data,True,False
DTXSID0020943,99-59-2,2-methoxy-5-nitroaniline,True,,2.1585,,no_exposure_data,True,False
DTXSID7022332,99-71-8,4-(butan-2-yl)phenol,True,,0.5789,,no_exposure_data,True,False
DTXSID4022529,99-76-3,Methylparaben,True,,4.7245,,no_exposure_data,True,False
DTXSID5023792,99-99-0,4-nitrotoluene,True,,0.8471,,no_exposure_data,True,False
DTXSID8040147,33286-22-5,Diltiazem hydrochloride,True,,11.47,,no_exposure_data,True,False
DTXSID3020384,50-02-2,Dexamethasone,True,,0.88105,,no_exposure_data,True,False
DTXSID6022923,15307-86-5,Diclofenac,True,,0.22435,,no_exposure_data,True,False
DTXSID5020732,15687-27-1,Ibuprofen,True,,0.05152,,no_exposure_data,True,False
DTXSID8021359,64-77-7,Tolbutamide,True,,0.052495,,no_exposure_data,True,False
DTXSID4040686,22204-53-1,Naproxen,True,,0.027905,,no_exposure_data,True,False
DTXSID2022628,29122-68-7,Atenolol,True,,3.425,,no_exposure_data,True,False
DTXSID3037208,15307-79-6,Diclofenac sodium,True,,0.15155,,no_exposure_data,True,False
DTXSID7038864,88-24-4,"2,2'-methylenebis(ethyl-6-tert-butylphenol)",True,,0.0001606,,no_exposure_data,True,False
DTXSID2022707,36505-84-7,Buspirone,True,,0.4332,,no_exposure_data,True,False
DTXSID2023309,51384-51-1,Metoprolol,True,,4.2,,no_exposure_data,True,False
DTXSID1027635,6846-50-0,"2,2,4-trimethyl-1,3-pentanediol diisobutyrate",True,,0.12165,,no_exposure_data,True,False
DTXSID1021116,62-44-2,Phenacetin,True,,2.6265,,no_exposure_data,True,False
DTXSID6020648,54-31-9,Furosemide,True,,0.020405,,no_exposure_data,True,False
DTXSID6022187,2416-94-6,"2,3,6-trimethylphenol",True,,5.4455,,no_exposure_data,True,False
DTXSID1021087,604-75-1,Oxazepam,True,,0.1141,,no_exposure_data,True,False
DTXSID1042574,15676-16-1,Sulpiride,True,,2.001,,no_exposure_data,True,False
DTXSID7023300,83-43-2,Methylprednisolone,True,,2.2125,,no_exposure_data,True,False
DTXSID9021184,50-24-8,Prednisolone,True,,1.8335,,no_exposure_data,True,False
DTXSID8023719,97322-87-7,Troglitazone,True,,0.049035,,no_exposure_data,True,False
DTXSID0020365,59865-13-3,Cyclosporin a,True,,0.227,,no_exposure_data,True,False
DTXSID0020286,95-74-9,3-chloro-4-methylaniline,True,,7.163,,no_exposure_data,True,False
DTXSID5023039,76824-35-6,Famotidine,True,,0.81565,,no_exposure_data,True,False
DTXSID6021080,73590-58-6,Omeprazole,True,,0.83505,,no_exposure_data,True,False
DTXSID6023523,2078-54-8,Propofol,True,,1.178,,no_exposure_data,True,False
DTXSID9023752,111406-87-2,Zileuton,True,,0.1844,,no_exposure_data,True,False
DTXSID2020341,76-57-3,Codeine,True,,44.595,,no_exposure_data,True,False
DTXSID8045191,66357-35-5,Ranitidine,True,,3.463,,no_exposure_data,True,False
DTXSID7020504,58-15-1,Aminopyrine,True,,2.6575,,no_exposure_data,True,False
DTXSID7029879,65277-42-1,Ketoconazole,True,,1.567,,no_exposure_data,True,False
DTXSID1037272,321-64-2,Tacrine,True,,4807.5,,no_exposure_data,True,False
DTXSID5022934,20830-75-5,Digoxin,True,,1.2,,no_exposure_data,True,False
DTXSID4020822,59-05-2,Methotrexate,True,,0.84175,,no_exposure_data,True,False
DTXSID1020930,54-11-5,Nicotine,True,,1.74,,no_exposure_data,True,False
DTXSID7023645,60-54-8,Tetracycline,True,,0.67775,,no_exposure_data,True,False
DTXSID6023733,99-66-1,Valproic acid,True,,0.1067,,no_exposure_data,True,False
DTXSID3020910,55-98-1,Busulphan,True,,1.885,,no_exposure_data,True,False
DTXSID7020263,305-03-3,Chlorambucil,True,,0.50375,,no_exposure_data,True,False
DTXSID7020265,56-75-7,Chloramphenicol,True,,0.49855,,no_exposure_data,True,False
DTXSID8022824,85721-33-1,Ciprofloxacin,True,,11.585,,no_exposure_data,True,False
DTXSID5024845,64-86-8,Colchicine,True,,1.295,,no_exposure_data,True,False
DTXSID4020371,80-08-0,Dapsone,True,,0.15335,,no_exposure_data,True,False
DTXSID6022927,69655-05-6,Didanosine,True,,0.54485,,no_exposure_data,True,False
DTXSID9021130,89-25-8,Edaravone,True,,1.2625,,no_exposure_data,True,False
DTXSID0020573,50-28-2,Estradiol,True,,0.8791,,no_exposure_data,True,False
DTXSID3020625,98319-26-7,Finasteride,True,,0.5397,,no_exposure_data,True,False
DTXSID0038887,2321-07-5,Fluorescein,True,,0.1871,,no_exposure_data,True,False
DTXSID0040676,29094-61-9,Glipizide,True,,0.07746,,no_exposure_data,True,False
DTXSID0037237,10238-21-8,Glyburide,True,,0.2871,,no_exposure_data,True,False
DTXSID9020740,53-86-1,Indomethacin,True,,0.1592,,no_exposure_data,True,False
DTXSID8020755,54-85-3,Isoniazide,True,,0.8897,,no_exposure_data,True,False
DTXSID3036496,797-63-7,Levonorgestrel,True,,0.36295,,no_exposure_data,True,False
DTXSID1022421,73-31-4,Melatonin,True,,0.38335,,no_exposure_data,True,False
DTXSID5029055,84852-15-3,"4-nonylphenol, branched",False,,0.8718,,no_exposure_data,True,False
DTXSID5023322,84371-65-3,Mifepristone,True,,0.443,,no_exposure_data,True,False
DTXSID7020972,67-20-9,Nitrofurantoin,True,,0.27745,,no_exposure_data,True,False
DTXSID3023471,57-47-6,Physostigmine,True,,1.4665,,no_exposure_data,True,False
DTXSID4021218,117-39-5,Quercetin,True,,1.158,,no_exposure_data,True,False
DTXSID5051650,13080-86-9,"4,4'-(isopropylidenebis(4,1-phenyleneoxy))dianiline",True,,0.00013745,,no_exposure_data,True,False
DTXSID3023685,134308-13-7,Tolcapone,True,,0.26515,,no_exposure_data,True,False
DTXSID6021371,76-25-5,Triamcinolone acetonide,True,,3.063,,no_exposure_data,True,False
DTXSID6021373,396-01-0,Triamterene,True,,0.24855,,no_exposure_data,True,False
DTXSID6020690,70-30-4,Hexachlorophene,True,,0.0001985,,no_exposure_data,True,False
DTXSID8022589,125-84-8,Aminoglutethimide,True,,0.7758,,no_exposure_data,True,False
DTXSID3022588,54-62-6,Aminopterin,True,,0.7994,,no_exposure_data,True,False
DTXSID6024882,66-81-9,Cycloheximide,True,,1.1525,,no_exposure_data,True,False
DTXSID7021780,84-66-2,Diethylphthalate,True,,7.072,,no_exposure_data,True,False
DTXSID0024002,39515-41-8,Fenpropathrin,True,,0.20905,,no_exposure_data,True,False
DTXSID3020621,67614-33-9,Fenvalerate,True,,0.00978,,no_exposure_data,True,False
DTXSID0020656,77-06-5,Gibberellic_acid,True,,0.2496,,no_exposure_data,True,False
DTXSID3020912,389-08-2,Nalidixic_acid,True,,1.226,,no_exposure_data,True,False
DTXSID6023600,57-24-9,Strychnine,True,,1.4635,,no_exposure_data,True,False
DTXSID0048185,41372-20-7,Apomorphine hydrochloride hydrate,False,,2.5505,,no_exposure_data,True,False
DTXSID0020652,25812-30-0,Gemfibrozil,True,,0.97515,,no_exposure_data,True,False
DTXSID2020713,58-93-5,Hydrochlorothiazide,True,,0.45815,,no_exposure_data,True,False
DTXSID7020687,608-73-1,"1,2,3,4,5,6-hexachlorocyclohexane",True,,0.01187,,no_exposure_data,True,False
DTXSID4020119,446-86-6,Azathioprine,True,,0.60515,,no_exposure_data,True,False
DTXSID9022310,486-66-8,Daidzein,True,,0.8248,,no_exposure_data,True,False
DTXSID8021301,54965-24-1,Tamoxifen citrate,True,,0.002754,,no_exposure_data,True,False
DTXSID2022381,84-16-2,Meso-hexestrol,True,,0.088895,,no_exposure_data,True,False
DTXSID4021717,59-50-7,4-chloro-3-methylphenol,True,,0.01934,,no_exposure_data,True,False
DTXSID4022367,53-16-7,Estrone,True,,0.015125,,no_exposure_data,True,False
DTXSID7020768,520-18-3,Kaempferol,True,,2.1155,,no_exposure_data,True,False
DTXSID0021460,17924-92-4,Zearalenone,True,,1.8,,no_exposure_data,True,False
DTXSID9022364,521-18-6,5alpha-dihydrotestosterone,True,,2.653,,no_exposure_data,True,False
DTXSID6022391,520-36-5,Apigenin,True,,1.093,,no_exposure_data,True,False
DTXSID1021403,512-56-1,Trimethyl phosphate,True,,2.4875,,no_exposure_data,True,False
DTXSID5022437,500-38-9,Nordihydroguaiaretic acid,True,,3.445,,no_exposure_data,True,False
DTXSID4022446,2467-02-9,"2,2'-bisphenol f",True,,1.758,,no_exposure_data,True,False
DTXSID4022525,5153-25-3,2-ethylhexylparaben,True,,1.649,,no_exposure_data,True,False
DTXSID4020240,105-60-2,Caprolactam,True,,0.15665,,no_exposure_data,True,False
DTXSID5021388,93-76-5,"2,4,5-trichlorophenoxyacetic acid",True,,0.008551,,no_exposure_data,True,False
DTXSID4021135,842-07-9,C.i. solvent yellow 14,True,,0.001952,,no_exposure_data,True,False
DTXSID8022406,131-56-6,"2,4-dihydroxybenzophenone",True,,0.58425,,no_exposure_data,True,False
DTXSID6047319,184653-84-7,Carabersat,True,,0.04408,,no_exposure_data,True,False
DTXSID1033664,58-18-4,17-methyltestosterone,True,,0.3765,,no_exposure_data,True,False
DTXSID3022409,80-09-1,"4,4'-sulfonyldiphenol",True,,0.02908,,no_exposure_data,True,False
DTXSID5021411,115-96-8,Tris(2-chloroethyl) phosphate,True,,0.8861,,no_exposure_data,True,False
DTXSID9022526,94-18-8,Benzylparaben,True,,6.3695,,no_exposure_data,True,False
DTXSID2022121,791-28-6,Triphenylphosphine oxide,True,,0.03655,,no_exposure_data,True,False
DTXSID3041035,23513-14-6,(6)-gingerol,True,,11.97,,no_exposure_data,True,False
DTXSID8044593,15619-48-4,1-benzylquinolinium chloride,True,,12.16,,no_exposure_data,True,False
DTXSID4042206,2687-96-9,1-dodecyl-2-pyrrolidinone,True,,0.2687,,no_exposure_data,True,False
DTXSID6021793,90-15-3,1-naphthol,True,,0.015345,,no_exposure_data,True,False
DTXSID7025132,83-41-0,"1,2-dimethyl-3-nitrobenzene",True,,0.10485,,no_exposure_data,True,False
DTXSID6020147,95-14-7,"1,2,3-benzotriazole",True,,0.067,,no_exposure_data,True,False
DTXSID2041250,14233-37-5,"1,4-bis(n-isopropylamino)anthraquinone",True,,0.006309,,no_exposure_data,True,False
DTXSID8022377,57-91-0,17alpha-estradiol,True,,0.87185,,no_exposure_data,True,False
DTXSID0034192,10161-33-8,17beta-trenbolone,True,,3.7985,,no_exposure_data,True,False
DTXSID3044590,15086-94-9,"2',4',5',7'-tetrabromofluorescein",True,,0.006536,,no_exposure_data,True,False
DTXSID2044890,2467-03-0,2-(4-hydroxybenzyl)phenol,True,,1.377,,no_exposure_data,True,False
DTXSID6032647,21564-17-0,2-(thiocyanomethylthio)benzothiazole,True,,2.071,,no_exposure_data,True,False
DTXSID4027604,5809-23-4,2-[4-(diethylamino)-2-hydroxybenzoyl]benzoic acid,True,,0.01845,,no_exposure_data,True,False
DTXSID1020069,97-56-3,2-amino-5-azotoluene,True,,0.06165,,no_exposure_data,True,False
DTXSID6020068,117-79-3,2-aminoanthraquinone,True,,0.694,,no_exposure_data,True,False
DTXSID0022353,92-04-6,2-chloro-4-phenylphenol,True,,0.005816,,no_exposure_data,True,False
DTXSID3041409,587-65-5,2-chloro-n-phenylacetamide,True,,7.74,,no_exposure_data,True,False
DTXSID5041516,4940-11-8,2-ethyl-3-hydroxy-4h-pyran-4-one,True,,25.97,,no_exposure_data,True,False
DTXSID3022405,131-57-7,2-hydroxy-4-methoxybenzophenone,True,,0.26795,,no_exposure_data,True,False
DTXSID9025536,583-39-1,2-mercaptobenzimidazole,True,,0.10475,,no_exposure_data,True,False
DTXSID1020807,149-30-4,2-mercaptobenzothiazole,True,,0.68655,,no_exposure_data,True,False
DTXSID2047199,2785-87-7,2-methoxy-4-propylphenol,True,,1.264,,no_exposure_data,True,False
DTXSID0023113,90-05-1,2-methoxyphenol,True,,11.33,,no_exposure_data,True,False
DTXSID1026164,95-53-4,2-methylaniline,True,,0.1928,,no_exposure_data,True,False
DTXSID4044581,96-70-8,2-tert-butyl-4-ethylphenol,True,,2.417,,no_exposure_data,True,False
DTXSID2020212,2409-55-4,2-tert-butyl-4-methylphenol,True,,0.2806,,no_exposure_data,True,False
DTXSID2026529,88-60-8,2-tert-butyl-5-methylphenol,True,,0.75415,,no_exposure_data,True,False
DTXSID2026525,88-18-6,2-tert-butylphenol,True,,0.0084105,,no_exposure_data,True,False
DTXSID4020870,119-47-1,"2,2'-methylenebis(4-methyl-6-tert-butylphenol)",True,,0.1723,,no_exposure_data,True,False
DTXSID5020449,62-73-7,Dichlorvos,True,,0.8647,,no_exposure_data,True,False
DTXSID5041306,131-55-5,"2,2',4,4'-tetrahydroxybenzophenone",True,,0.56835,,no_exposure_data,True,False
DTXSID9022522,84-69-5,Diisobutyl phthalate,True,,0.33035,,no_exposure_data,True,False
DTXSID5031131,131-18-0,Dipentyl phthalate,True,,2.9515,,no_exposure_data,True,False
DTXSID2027414,1563-38-8,"2,3-dihydro-2,2-dimethyl-7-benzofuranol",True,,0.091325,,no_exposure_data,True,False
DTXSID6037728,1143-72-2,"2,3,4-trihydroxbenzophenone",True,,1.4605,,no_exposure_data,True,False
DTXSID8032544,136-45-8,"Dipropyl 2,5-pyridinedicarboxylate",True,,43.86,,no_exposure_data,True,False
DTXSID2026602,96-76-4,"2,4-di-tert-butylphenol",True,,0.02062,,no_exposure_data,True,False
DTXSID8044836,1470-79-7,"2,4,4'-trihydroxybenzophenone",True,,0.34225,,no_exposure_data,True,False
DTXSID7022049,527-60-6,"2,4,6-trimethylphenol",True,,10.535,,no_exposure_data,True,False
DTXSID5044992,79-74-3,"2,5-bis(2-methylbutan-2-yl)benzene-1,4-diol",True,,0.12715,,no_exposure_data,True,False
DTXSID8041248,88-58-4,"2,5-di-tert-butylbenzene-1,4-diol",True,,1.0515,,no_exposure_data,True,False
DTXSID1044564,3855-32-1,"2,6,10-trimethyl-2,6,10-triazaundecane",True,,0.018425,,no_exposure_data,True,False
DTXSID0048183,77756-20-8,Enterolactone,True,,1.7835,,no_exposure_data,True,False
DTXSID0025101,99-07-0,3-dimethylaminophenol,True,,0.072125,,no_exposure_data,True,False
DTXSID0028038,55406-53-6,3-iodo-2-propynyl-n-butylcarbamate,True,,1414.5,,no_exposure_data,True,False
DTXSID0044571,618-45-1,3-isopropylphenol,True,,0.73155,,no_exposure_data,True,False
DTXSID1026792,108-44-1,3-methylaniline,True,,12.965,,no_exposure_data,True,False
DTXSID9044825,585-34-2,3-tert-butylphenol,True,,1.158,,no_exposure_data,True,False
DTXSID1020485,20325-40-0,"3,3'-dimethoxybenzidine dihydrochloride",True,,0.7179,,no_exposure_data,True,False
DTXSID6020511,612-82-8,"3,3'-dimethylbenzidine dihydrochloride",True,,2.7145,,no_exposure_data,True,False
DTXSID1026081,79-94-7,"3,3',5,5'-tetrabromobisphenol a",True,,0.39165,,no_exposure_data,True,False
DTXSID8024999,99-54-7,"3,4-dichloronitrobenzene",True,,3.582,,no_exposure_data,True,False
DTXSID7030307,626-43-7,"3,5-dichloroaniline",True,,3.298,,no_exposure_data,True,False
DTXSID4040767,1154-59-2,"3,5-dichlorosalicyl-3,4-dichloroanullide",True,,0.000175,,no_exposure_data,True,False
DTXSID8023216,6893-02-3,"3,5,3'-triiodothyronine",True,,0.03608,,no_exposure_data,True,False
DTXSID0027721,10081-67-1,4-(2-phenylpropan-2-yl)-n-[4-(2-phenylpropan-2-yl)phenyl]aniline,True,,0.0001452,,no_exposure_data,True,False
DTXSID4048195,18979-55-0,4-(hexyloxy)phenol,True,,0.044565,,no_exposure_data,True,False
DTXSID6024466,150-13-0,4-aminobenzoic acid,True,,0.2273,,no_exposure_data,True,False
DTXSID5037739,122-37-2,4-anilinophenol,True,,2.4765,,no_exposure_data,True,False
DTXSID8021856,104-13-2,4-butylaniline,True,,0.6311,,no_exposure_data,True,False
DTXSID4048199,4344-55-2,4-butyloxyaniline,True,,2.513,,no_exposure_data,True,False
DTXSID3047425,1638-22-8,4-butylphenol,True,,1.7785,,no_exposure_data,True,False
DTXSID5020283,95-83-0,"4-chloro-1,2-diaminobenzene",True,,10.605,,no_exposure_data,True,False
DTXSID9020295,106-47-8,4-chloroanulline,True,,0.062735,,no_exposure_data,True,False
DTXSID3022536,599-64-4,4-cumylphenol,True,,0.5865,,no_exposure_data,True,False
DTXSID0025864,156-43-4,4-ethoxyaniline,True,,2.942,,no_exposure_data,True,False
DTXSID2037714,1987-50-4,4-heptylphenol,True,,0.29805,,no_exposure_data,True,False
DTXSID5040708,33228-45-4,4-hexylanilline,True,,3.908,,no_exposure_data,True,False
DTXSID4022288,39905-57-2,4-hexyloxyanilline,True,,1.72,,no_exposure_data,True,False
DTXSID0021969,121-33-5,4-hydroxy-3-methoxybenzaldehyde,True,,127.65,,no_exposure_data,True,False
DTXSID3037094,68392-35-8,4-hydroxytamoxifen,True,,1.9015,,no_exposure_data,True,False
DTXSID9037741,134-84-9,4-methylbenzophenone,True,,1.6215,,no_exposure_data,True,False
DTXSID0021834,100-02-7,4-nitrophenol,True,,0.8941,,no_exposure_data,True,False
DTXSID1021031,156-10-5,4-nitrosodiphenylamine,True,,70.03,,no_exposure_data,True,False
DTXSID2023224,79794-75-5,Loratadine,True,,0.52415,,no_exposure_data,True,False
DTXSID0040707,33228-44-3,4-pentylaniline,True,,0.36775,,no_exposure_data,True,False
DTXSID5048180,2696-84-6,4-propylanilline,True,,0.9852,,no_exposure_data,True,False
DTXSID0048181,769-92-6,4-tert-butylaniline,True,,0.60755,,no_exposure_data,True,False
DTXSID5037731,3236-71-3,"4,4'-(9h-fluorene-9,9-diyl)diphenol",True,,0.01143,,no_exposure_data,True,False
DTXSID1022267,16752-77-5,Methomyl,True,,0.93505,,no_exposure_data,True,False
DTXSID4048191,13680-35-8,"4,4'-methylenebis(2,6-diethylaniline)",True,,0.1025,,no_exposure_data,True,False
DTXSID6022422,101-77-9,"4,4'-methylenedianiline",True,,0.6311,,no_exposure_data,True,False
DTXSID2037712,27955-94-8,"4,4',4''-ethane-1,1,1-triyltriphenol",True,,0.85725,,no_exposure_data,True,False
DTXSID9024489,2835-95-2,5-amino-2-methylphenol,True,,4.554,,no_exposure_data,True,False
DTXSID1046970,105624-86-0,5hpp-33,True,,0.95015,,no_exposure_data,True,False
DTXSID6023652,154-42-7,6-thioguanine,True,,2.1415,,no_exposure_data,True,False
DTXSID6021828,98-86-2,Acetophenone,True,,0.1134,,no_exposure_data,True,False
DTXSID2026446,77-90-7,Acetyl tributyl citrate,True,,5.7955,,no_exposure_data,True,False
DTXSID1032519,135158-54-2,Acibenzolar-s-methyl,True,,23.47,,no_exposure_data,True,False
DTXSID3030636,25316-40-9,Adriamycin hydrochloride,True,,0.28525,,no_exposure_data,True,False
DTXSID6023862,1646-88-4,Aldoxycarb,True,,0.5479,,no_exposure_data,True,False
DTXSID4024436,25956-17-6,Allura red c.i.16035,True,,0.02453,,no_exposure_data,True,False
DTXSID7037185,19774-82-4,Amiodarone hydrochloride,True,,0.076395,,no_exposure_data,True,False
DTXSID2025892,90-30-2,N-phenyl-1-naphthylamine,True,,0.5609,,no_exposure_data,True,False
DTXSID8023890,3337-71-1,Asulam,True,,1.2435,,no_exposure_data,True,False
DTXSID9020114,2465-27-2,Auramine hydrochloride,True,,0.969,,no_exposure_data,True,False
DTXSID9034818,35575-96-3,Azamethiphos,True,,2489.5,,no_exposure_data,True,False
DTXSID1020932,59-67-6,Nicotinic acid,True,,1.592,,no_exposure_data,True,False
DTXSID5038888,2390-60-5,Basic blue 7,True,,0.0118,,no_exposure_data,True,False
