"CAS","Compound","DTXSID","Clint_native","Clint_rf","Clint_used","Clint_source","AC50_5pct_uM","AC50_med_uM","AC50_source","n_tc_assays","AED_median","AED_5pct","AED_95pct","AED_mean","Exposure_median_mg_kg_day","Exposure_l95_mg_kg_day","Exposure_u95_mg_kg_day","Exposure_source","Exposure_pathway","BER","BER_low","BER_high","concern"
"3118-97-6","C.i. solvent orange 7","DTXSID5040706",0,38.5492064356777,38.5492064356777,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.03741,0.0055696,0.59247,0.140814389,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"91-53-2","Ethoxyquin","DTXSID9020582",15.16,21.3862632048629,15.16,"httk_measured",1,1,"default_1uM",0,0.1025,0.0109765,0.60082,0.1732607276,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"2634-33-5","""1,2-benzisothiazolin-3-one""","DTXSID5032523",34.74,31.7337014314972,34.74,"httk_measured",1,1,"default_1uM",0,0.090055,0.010386,0.601455,0.1694432458,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"6846-50-0","2,2,4-trimethyl-1,3-pentanediol diisobutyrate","DTXSID1027635",9.95,22.9723519897095,9.95,"httk_measured",1,1,"default_1uM",0,0.11265,0.0122425,0.60291,0.185396869,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"103-23-1","Di(2-ethylhexyl)adipate","DTXSID0020606",13.56,10.6922416684617,13.56,"httk_measured",1,1,"default_1uM",0,0.15415,0.030954,0.612835,0.218438073,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"104-66-5","1,2-diphenoxyethane","DTXSID5026706",18.51,27.6664008388112,18.51,"httk_measured",1,1,"default_1uM",0,0.1211,0.0101085,0.616085,0.1964611423,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"60-57-1","Dieldrin","DTXSID9020453",0,10.5279401791419,10.5279401791419,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.1426,0.020318,0.61795,0.208211111,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"872-50-4","N-methyl-2-pyrrolidone","DTXSID6020856",0.04123,0.263148775263421,0.04123,"httk_measured",1,1,"default_1uM",0,0.24985,0.0918255,0.626815,0.28712554,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"2943-75-1","Triethoxyoctylsilane","DTXSID2029246",11.06,16.5063879052457,11.06,"httk_measured",1,1,"default_1uM",0,0.16205,0.0260405,0.6311,0.230531357,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"149979-41-9","Tepraloxydim","DTXSID7034252",3.349,4.52551831950374,3.349,"httk_measured",1,1,"default_1uM",0,0.1767,0.0415605,0.64161,0.240148397,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"82657-04-3","Bifenthrin","DTXSID9020160",0,13.7688826111083,13.7688826111083,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.1667,0.0245955,0.645365,0.234668944,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"139340-56-0","Darbufelone mesylate","DTXSID0047246",0,7.23213429825424,7.23213429825424,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.1369,0.018458,0.65154,0.210201252,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"51-48-9","Levothyroxine","DTXSID8023214",0,14.7783089355972,14.7783089355972,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.045395,0.0071772,0.65283,0.1497867565,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"119-47-1","2,2'-methylenebis(4-methyl-6-tert-butylphenol)","DTXSID4020870",22.4,35.9949401834665,22.4,"httk_measured",1,1,"default_1uM",0,0.1688,0.025473,0.659054999999999,0.230728421,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"24169-02-6","Econazole nitrate","DTXSID6025226",6.02,5.83920611329851,6.02,"httk_measured",1,1,"default_1uM",0,0.10855,0.014842,0.659735,0.201844044,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"101-86-0","2-benzylideneoctanal","DTXSID4026684",14.36,16.459377617358,14.36,"httk_measured",1,1,"default_1uM",0,0.14015,0.0176835,0.667685,0.215826828,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"107534-96-3","Tebuconazole","DTXSID9032113",5.278,8.1878377912874,5.278,"httk_measured",1,1,"default_1uM",0,0.16275,0.028779,0.671665,0.225384154,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"85509-19-9","Flusilazole","DTXSID3024235",6.959,9.26302078923637,6.959,"httk_measured",1,1,"default_1uM",0,0.1368,0.0197075,0.681385,0.210315757,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"53-86-1","Indomethacin","DTXSID9020740",9.35,20.1296101139708,9.35,"httk_measured",1,1,"default_1uM",0,0.1403,0.0212095,0.694645,0.223469346,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"97886-45-8","Dithiopyr","DTXSID9032379",13.25,23.528290412761,13.25,"httk_measured",1,1,"default_1uM",0,0.15925,0.0238555,0.695444999999999,0.238225064,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"1134-23-2","Cycloate","DTXSID6032356",34.48,30.9384735141415,34.48,"httk_measured",1,1,"default_1uM",0,0.1352,0.016554,0.700495,0.220567338,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"484-17-3","9-phenanthrol","DTXSID9047592",20.98,29.0812020485612,20.98,"httk_measured",1,1,"default_1uM",0,0.1229,0.0137145,0.711554999999999,0.2099768042,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"59-40-5","Sulfaquinoxaline","DTXSID8042424",0,25.1935935828396,25.1935935828396,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.15305,0.022801,0.715055,0.239040939,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"60-09-3","4-aminoazobenzene","DTXSID6024460",15.7,26.9190742737132,15.7,"httk_measured",1,1,"default_1uM",0,0.14265,0.015594,0.722164999999999,0.2321015797,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"28434-00-6","s-bioallethrin","DTXSID2039336",45.9,38.6915919989639,45.9,"httk_measured",1,1,"default_1uM",0,0.06671,0.00954975,0.747834999999999,0.181623082,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"119168-77-3","Tebufenpyrad","DTXSID0034223",15.94,41.4950924932675,15.94,"httk_measured",1,1,"default_1uM",0,0.16815,0.018418,0.749449999999999,0.250126804,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"129-73-7","Leucomalachite green","DTXSID7031531",0,35.5632226846615,35.5632226846615,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.1461,0.0238435,0.752734999999999,0.237869666,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"72-43-5","Methoxychlor","DTXSID9020827",12.5,17.0651959782206,12.5,"httk_measured",1,1,"default_1uM",0,0.1786,0.026491,0.757655,0.251396081,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"115-86-6","Triphenyl phosphate","DTXSID1021952",26.44,42.4386589296292,26.44,"httk_measured",1,1,"default_1uM",0,0.15205,0.0200415,0.757655,0.246023083,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"62924-70-3","Flumetralin","DTXSID7032553",0,15.8479170244981,15.8479170244981,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.18885,0.0298435,0.757715,0.272004626,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"3147-75-9","Octrizole","DTXSID9027522",5.87,13.9551199704558,5.87,"httk_measured",1,1,"default_1uM",0,0.16215,0.027814,0.76144,0.242761627,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"509-34-2","C.i. solvent red 49","DTXSID3041744",13.9,12.082264707679,13.9,"httk_measured",1,1,"default_1uM",0,0.1791,0.037054,0.776029999999999,0.260967503,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"569-57-3","Chlorotrianisene","DTXSID1021299",0,17.143744248205,17.143744248205,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.2013,0.0286465,0.78493,0.275123189,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"95-95-4","""2,4,5-trichlorophenol""","DTXSID4024359",26.24,27.9351526179568,26.24,"httk_measured",1,1,"default_1uM",0,0.1282,0.0143765,0.787555,0.231618188,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"94361-06-5","Cyproconazole","DTXSID0032601",1.538,4.8116448096897,1.538,"httk_measured",1,1,"default_1uM",0,0.19645,0.041683,0.79183,0.277896862,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"72-20-8","Endrin","DTXSID6020561",0,14.2036730928969,14.2036730928969,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.17355,0.029369,0.792465,0.264175199,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"1610-18-0","Prometon","DTXSID6022341",8.17,10.8836543273119,8.17,"httk_measured",1,1,"default_1uM",0,0.19535,0.0295835,0.80156,0.279684383,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"92-84-2","Phenothiazine","DTXSID5021126",0,31.3384736572848,31.3384736572848,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.1812,0.0282105,0.8071,0.26779394,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"39515-41-8","Fenpropathrin","DTXSID0024002",19.7,21.5447059803881,19.7,"httk_measured",1,1,"default_1uM",0,0.2099,0.0341105,0.8226,0.296196876,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"15307-79-6","Diclofenac sodium","DTXSID3037208",38.84,23.394163078017,38.84,"httk_measured",1,1,"default_1uM",0,0.1496,0.015884,0.825165,0.252576777,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"56-38-2","Parathion","DTXSID7021100",6.65,9.56524107638718,6.65,"httk_measured",1,1,"default_1uM",0,0.209,0.0331455,0.834564999999999,0.285097239,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"97-23-4","Dichlorophen","DTXSID6021824",13.2,19.0765530556817,13.2,"httk_measured",1,1,"default_1uM",0,0.1318,0.0147005,0.85041,0.250853725,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"149-57-5","2-ethylhexanoic acid","DTXSID9025293",1.715,6.10890726937609,1.715,"httk_measured",1,1,"default_1uM",0,0.2168,0.0530205,0.850595,0.296418095,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"72490-01-8","Fenoxycarb","DTXSID7032393",23.1,20.9942805600285,23.1,"httk_measured",1,1,"default_1uM",0,0.1663,0.023529,0.858349999999999,0.263737058,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"90-43-7","2-phenylphenol","DTXSID2021151",0,6.96296622268458,6.96296622268458,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.1785,0.023049,0.871909999999999,0.2809,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"124495-18-7","Quinoxyfen","DTXSID2034881",0,18.7674782913659,18.7674782913659,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.19495,0.0268295,0.875775,0.293231479,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"1166-52-5","Lauryl gallate","DTXSID0048189",0,46.3165636557084,46.3165636557084,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.05855,0.008803,0.88862,0.202008214,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"460081-99-6","Pharmagsid_48510","DTXSID9048510",7.69,11.2495649180562,7.69,"httk_measured",1,1,"default_1uM",0,0.1935,0.0313865,0.90914,0.298061031,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"7287-19-6","Prometryn","DTXSID4024272",35.78,70.777050375191,35.78,"httk_measured",1,1,"default_1uM",0,0.1566,0.014104,0.912104999999999,0.2622511565,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"13080-86-9","4,4'-(isopropylidenebis(4,1-phenyleneoxy))dianiline","DTXSID5051650",0,25.3245038375858,25.3245038375858,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.24145,0.0423445,0.917239999999999,0.331329271,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"111406-87-2","Zileuton","DTXSID9023752",2.298,3.95991670836157,2.298,"httk_measured",1,1,"default_1uM",0,0.2109,0.0419305,0.92187,0.30418534,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"31218-83-4","Propetamphos","DTXSID7032470",16.24,20.3529676251159,16.24,"httk_measured",1,1,"default_1uM",0,0.21005,0.0250335,0.950289999999999,0.32487506,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"97-78-9","N-dodecanoyl-n-methylglycine","DTXSID7042011",42.07,42.7651641630235,42.07,"httk_measured",1,1,"default_1uM",0,0.16815,0.0188105,0.96116,0.298686391,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"77501-63-4","Lactofen","DTXSID7024160",0,14.7967293723979,14.7967293723979,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.21445,0.021214,0.963635,0.3099890237,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"51707-55-2","Thidiazuron","DTXSID0032651",0,10.1691069084358,10.1691069084358,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.16925,0.018933,0.966435,0.2938371856,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"111812-58-9","Fenpyroximate (z,e)","DTXSID2032550",16.8,15.4707931088546,16.8,"httk_measured",1,1,"default_1uM",0,0.2435,0.043632,0.96819,0.33557886,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"3445-11-2","1-(2-hydroxyethyl)pyrrolidin-2-one","DTXSID7044922",0.1559,0.58784401946196,0.1559,"httk_measured",1,1,"default_1uM",0,0.39455,0.1447,0.9795,0.458812164,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"140-66-9","""4-(1,1,3,3-tetramethylbutyl)phenol""","DTXSID9022360",26.98,17.7256006737228,26.98,"httk_measured",1,1,"default_1uM",0,0.24835,0.039534,0.984384999999999,0.349952744,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"153233-91-1","Etoxazole","DTXSID8034586",18.48,40.3608887676735,18.48,"httk_measured",1,1,"default_1uM",0,0.1773,0.0177425,0.98759,0.30444386,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"32809-16-8","Procymidone","DTXSID9033923",5.32,10.0252255003593,5.32,"httk_measured",1,1,"default_1uM",0,0.2314,0.038594,0.9973,0.33484195,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"112529-15-4","Pioglitazone hydrochloride","DTXSID3044203",8.92,8.20536675371845,8.92,"httk_measured",1,1,"default_1uM",0,0.1894,0.031574,1.0072,0.308385168,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"19044-88-3","Oryzalin","DTXSID8024238",20.2,30.7036113837668,20.2,"httk_measured",1,1,"default_1uM",0,0.188,0.018513,1.0222,0.316497531,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"1024-57-3","""heptachlor epoxide, isomer b""","DTXSID1024126",0,17.901050702272,17.901050702272,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.2439,0.044443,1.037,0.346731623,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"66332-96-5","Flutolanil","DTXSID8024109",14.17,15.5253371089142,14.17,"httk_measured",1,1,"default_1uM",0,0.22355,0.0284565,1.0406,0.342921339,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"131341-86-1","Fludioxonil","DTXSID2032398",37.05,37.7120613035294,37.05,"httk_measured",1,1,"default_1uM",0,0.21965,0.030007,1.04505,0.346676213,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"186392-65-4","Ingliforib","DTXSID4047252",2.09,3.05957013262514,2.09,"httk_measured",1,1,"default_1uM",0,0.20495,0.0349255,1.0514,0.3294578031,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"96182-53-5","Tebupirimfos","DTXSID1032482",22.64,48.3952454796363,22.64,"httk_measured",1,1,"default_1uM",0,0.1885,0.022067,1.0558,0.321754323,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"156052-68-5","Zoxamide","DTXSID9032581",0,11.1476931872362,11.1476931872362,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.196,0.018936,1.05615,0.3180871345,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"23950-58-5","Propyzamide","DTXSID2020420",5.4,10.1253385568504,5.4,"httk_measured",1,1,"default_1uM",0,0.25575,0.046988,1.0564,0.369636945,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"143-74-8","Phenol red","DTXSID8022408",1.1,3.41701998764463,1.1,"httk_measured",1,1,"default_1uM",0,0.24755,0.064634,1.06215,0.35138729,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"72-33-3","Mestranol","DTXSID0020814",10.2,14.5490444327547,10.2,"httk_measured",1,1,"default_1uM",0,0.27935,0.047958,1.06475,0.378169654,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"103-90-2","Acetaminophen","DTXSID2020006",0.3598,2.66652044041852,0.3598,"httk_measured",1,1,"default_1uM",0,0.39785,0.159205,1.07115,0.470755,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"68359-37-5","Cyfluthrin","DTXSID5035957",23.8,16.7928307380888,23.8,"httk_measured",1,1,"default_1uM",0,0.2346,0.0326765,1.07945,0.360792779,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"55335-06-3","Triclopyr","DTXSID0032497",0,8.13542526487386,8.13542526487386,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.17645,0.017787,1.09455,0.312882013,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"15086-94-9","2',4',5',7'-tetrabromofluorescein","DTXSID3044590",0,12.4340089267776,12.4340089267776,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.19935,0.0275455,1.1001,0.345075479,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"67747-09-5","Prochloraz","DTXSID4024270",16.4,16.2400602032954,16.4,"httk_measured",1,1,"default_1uM",0,0.29075,0.0392335,1.1061,0.39697577,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"427-51-0","Cyproterone acetate","DTXSID5020366",4.46,8.05800704321862,4.46,"httk_measured",1,1,"default_1uM",0,0.2694,0.048587,1.1071,0.38426873,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"72-54-8","""p,p'-ddd""","DTXSID4020373",0,28.1470467659886,28.1470467659886,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.275,0.0412415,1.11785,0.394029606,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"101-05-3","Anilazine","DTXSID9020089",22.5,50.8401299616582,22.5,"httk_measured",1.09564196580531,35.4813389233575,"example.toxcast",53,0.18145,0.024547,1.11845,0.323095542,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"122-39-4","Diphenylamine","DTXSID4021975",64.57,57.7833959451659,64.57,"httk_measured",1,1,"default_1uM",0,0.21015,0.027165,1.11935,0.342730483,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"69377-81-7","Fluroxypyr","DTXSID2034627",1.791,3.4916396230873,1.791,"httk_measured",1,1,"default_1uM",0,0.21575,0.0439015,1.1201,0.341599834,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"59865-13-3","Cyclosporin a","DTXSID0020365",8.591,10.1685564769983,8.591,"httk_measured",1,1,"default_1uM",0,0.2061,0.018485,1.144,0.3432502442,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"5915-41-3","Terbuthylazine","DTXSID4027608",4.1,8.76344449601851,4.1,"httk_measured",1,1,"default_1uM",0,0.2386,0.0416215,1.166,0.368722067,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"5598-13-0","Chlorpyrifos-methyl","DTXSID6032352",24.1,33.0557776754538,24.1,"httk_measured",1,1,"default_1uM",0,0.23265,0.0258165,1.17025,0.38026219,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"548-62-9","Hexamethyl-p-rosaniline chloride","DTXSID5020653",8.322,7.60335012137672,8.322,"httk_measured",1,1,"default_1uM",0,0.17645,0.0215455,1.17485,0.3333484655,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"134308-13-7","Tolcapone","DTXSID3023685",22,18.0234827193508,22,"httk_measured",1,1,"default_1uM",0,0.2905,0.0429945,1.18065,0.417632406,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"2687-96-9","1-dodecyl-2-pyrrolidinone","DTXSID4042206",19.1,25.8069103938793,19.1,"httk_measured",1,1,"default_1uM",0,0.2536,0.0338965,1.1864,0.392694385,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"79-95-8","2,2',6,6'-tetrachlorobisphenol a","DTXSID3021770",18.7,4.92774905168765,18.7,"httk_measured",1.02696470419096,22.3872113856834,"example.toxcast",357,0.29585,0.0418625,1.18755,0.411312022,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"84-16-2","Meso-hexestrol","DTXSID2022381",0,18.993605984767,18.993605984767,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.28975,0.0374385,1.1939,0.418917435,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"74051-80-2","Sethoxydim","DTXSID9024304",11.87,13.0574634288848,11.87,"httk_measured",1,1,"default_1uM",0,0.2884,0.050706,1.19935,0.409077571,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"87818-31-3","Cinmethylin","DTXSID3034456",28.17,24.7962822730903,28.17,"httk_measured",1,1,"default_1uM",0,0.26095,0.0305625,1.21225,0.395587934,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"71751-41-2","Abamectin","DTXSID8023892",5.24,10.8140846056267,5.24,"httk_measured",1,1,"default_1uM",0,0.29205,0.043918,1.21525,0.41533643,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"58-14-0","Pyrimethamine","DTXSID9021217",2.768,4.45680861829975,2.768,"httk_measured",1,1,"default_1uM",0,0.268,0.0464505,1.22115,0.416898432,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"3739-38-6","3-phenoxybenzoic acid","DTXSID1038321",0,38.17181008602,38.17181008602,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.2473,0.0284805,1.22505,0.397452977,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"72178-02-0","Fomesafen","DTXSID7024112",0,5.16658227461069,5.16658227461069,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.2504,0.0352495,1.22615,0.411574035,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"79538-32-2","Tefluthrin","DTXSID5032577",24.81,5.89954373866688,24.81,"httk_measured",1,1,"default_1uM",0,0.20205,0.021849,1.2264,0.373336289,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"5902-51-2","Terbacil","DTXSID8024317",2.272,4.5257178669822,2.272,"httk_measured",1,1,"default_1uM",0,0.2587,0.044278,1.23905,0.404617473,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"474-86-2","Equilin","DTXSID7047433",9.74,14.7634320541409,9.74,"httk_measured",1,1,"default_1uM",0,0.2944,0.0234845,1.24425,0.425555971,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"33629-47-9","Butralin","DTXSID3032337",31.35,23.6049499338254,31.35,"httk_measured",1,1,"default_1uM",0,0.28955,0.036376,1.2464,0.441383174,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"80-09-1","4,4'-sulfonyldiphenol","DTXSID3022409",0,5.2434167615729,5.2434167615729,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.26085,0.04756,1.25495,0.410398826,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"2409-55-4","2-tert-butyl-4-methylphenol","DTXSID2020212",20.9,27.008376356595,20.9,"httk_measured",1,1,"default_1uM",0,0.28045,0.041341,1.2634,0.415044163,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"88-06-2","""2,4,6-trichlorophenol""","DTXSID5021386",18.76,21.1841253467711,18.76,"httk_measured",1,1,"default_1uM",0,0.21575,0.019877,1.26445,0.378881481,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"58-08-2","Caffeine","DTXSID0020232",0.2855,1.04226684979699,0.2855,"httk_measured",1,1,"default_1uM",0,0.4538,0.16946,1.2686,0.533915763,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"3380-34-5","Triclosan","DTXSID5032498",27.8,21.258095502865,27.8,"httk_measured",1,1,"default_1uM",0,0.3063,0.0402975,1.26905,0.435538835,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"599-79-1","Sulfasalazine","DTXSID0021256",5.16,6.81159953834255,5.16,"httk_measured",1,1,"default_1uM",0,0.2163,0.0314135,1.273,0.372887808,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"842-07-9","C.i. solvent yellow 14","DTXSID4021135",0,40.5887691262043,40.5887691262043,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.22425,0.0266645,1.2772,0.379971955,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"175013-18-0","Pyraclostrobin","DTXSID7032638",53.93,31.3520585148104,53.93,"httk_measured",1,1,"default_1uM",0,0.21705,0.0227255,1.28115,0.367791092,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"131-57-7","2-hydroxy-4-methoxybenzophenone","DTXSID3022405",15.7,19.0093703117822,15.7,"httk_measured",1,1,"default_1uM",0,0.2773,0.039426,1.28415,0.438374332,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"10453-86-8","Resmethrin","DTXSID7022253",0,32.1479044433913,32.1479044433913,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.3174,0.0533645,1.28865,0.466291827,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"25057-89-0","Bentazone","DTXSID0023901",0,11.9302550800389,11.9302550800389,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.23405,0.023299,1.29035,0.4018075141,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"86-30-6","N-nitrosodiphenylamine","DTXSID6021030",8.288,16.1851947528704,8.288,"httk_measured",1,1,"default_1uM",0,0.2643,0.0340795,1.2982,0.408114222,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
