CAS,Compound,log10_lit,log10_pred,fold_error,in_pilot,SHAP_log10_MW,SHAP_logP,SHAP_logP^2,SHAP_log10_Fup,SHAP_sqrt_Fup,SHAP_MW*logP,SHAP_MW*Fup,SHAP_logP*Fup,SHAP_MW,MW,logP,Fup,Clint
101-21-3,Chlorpropham,1.8926565945905085,1.409599119259754,3.0412874886259855,True,0.08497620231133868,0.08069736158893798,0.054362609264558506,0.0007062042192195032,-0.0006834959748745734,-0.02987793774371984,-0.04908624304375703,-0.011618503057126403,0.011030657813782043,213.7,3.507,0.0833,78.1
5598-13-0,Chlorpyrifos-methyl,1.3820350627189304,1.5493026383390398,1.4698315849472359,True,-0.0034848218033521933,0.0693341907321699,0.044472816606988846,0.03174487598764611,-0.002086587311554866,-0.022209215337149528,0.17372606928426088,-0.0112386828667648,-4.827083459942451e-05,322.5,4.31,0.005,24.1
87818-31-3,Cinmethylin,1.4498022636266548,1.4080050096877783,1.1010251868821157,True,-0.0031958685428574263,-0.001105595162939795,-0.0035489787529119853,0.03174487598764611,-0.0024552553852809833,-0.04187346107540961,0.16513783983862806,-0.01152763612725957,0.005736825026769038,274.4,4.62,0.005,28.17
81777-89-1,Clomazone,0.48273070007994284,1.0382853027306749,3.5938057784670034,True,-0.009716125221561005,-0.02120579422589054,0.01209940358512765,-0.02015724072460109,-0.009450075682882527,-0.040569889087672444,-0.15347531718390214,0.014855272826895846,-0.0031871954362346563,239.7,2.498,0.1734,3.038
210880-92-5,Clothianidin,1.030640194868632,0.9233274497406563,1.2803029469338523,True,-0.008659689013627304,-0.008760342580826667,0.0387657530427784,-0.005141813771928101,-0.005803448674014967,0.006358565473108092,-0.3422207456391294,-0.01984736671521392,-0.00045572626188394925,249.7,0.7017,0.5059,10.73
56-72-4,Coumaphos,1.5010729621430505,1.705223333023002,1.600111958271531,True,0.019094033354253054,0.08108709314285356,0.04408154390937672,0.025960847971402672,0.002366707288522358,-0.039073111449267894,0.30325365303904955,-0.010426563100914906,0.009786864986332014,362.8,4.128,1e-06,31.7
1134-23-2,Cycloate,1.5375798525176476,1.5272534780591285,1.0240622910726989,True,-0.0009506713971489801,0.08700718961113343,0.05476468597576044,0.02033935116410973,-0.002108646038951518,-0.029150080217002477,0.18013628504772583,-0.03138094051214399,-0.02049595945574846,215.4,3.924,0.005,34.48
94361-06-5,Cyproconazole,0.1872386198314787,1.1665649716040114,9.535124143793487,True,-0.008666049074794627,0.01874726279869436,0.059557960949994146,-0.0026254055423469706,-0.003930044263036771,-0.03014718042484412,-0.12324577082423561,-0.01553424502461878,0.003316179127803928,291.8,2.902,0.1086,1.538
121552-61-2,Cyprodinil,1.5771584830730323,1.6055567426866977,1.0675746669054076,True,-0.003125387561049166,0.08411845118857382,0.04875191647085537,0.025960847971402672,-0.0024552553852809833,-0.029150080217002477,0.18013628504772583,0.026829058099548473,0.005398643190529619,225.3,3.998,0.002141,37.77
533-74-4,Dazomet,1.0941565617825233,1.1248444861909308,1.0732179415946206,True,0.09354270171395532,-0.003057771986811332,0.01811158746496363,-0.05425403576225613,-0.010295723051003226,0.010037853834463754,-0.31499841189358246,0.03801808676813252,0.07864793522167295,162.3,0.6304,0.8914,12.42
333-41-5,Diazinon,1.484314078276703,1.275212273397272,1.6184593833609489,True,-0.007296345571990674,0.07713311833201451,0.04837211036407236,-0.00844461365912147,-0.0011767251345701627,-0.041033450009742595,-0.048556317194636475,-0.0148539204335519,0.0019761528234030074,304.3,3.809,0.0388,30.5
