DTXSID,CAS,Compound,MW,logP,Fup,AC50_10pct_uM,SEEM_mg_kg_day,Clint_httk,Clint_GCN,Clint_RF,CL_httk,CL_GCN,CL_RF,AED_httk,AED_GCN,AED_RF,BER_httk,BER_GCN,BER_RF,BER_httk_ref,concern_httk,concern_GCN,concern_RF
DTXSID8024159,82558-50-7,Isoxaben,332.4,3.94,0.0718,1.0,,17.7,3.4623,16.8029,1.489753,1.449047,1.48921,11.884655,11.55992,11.880322,,,,,no_data,no_data,no_data
DTXSID5034723,141112-29-0,Isoxaflutole,359.3,2.322,0.01655,1.0,,20.42,9.0042,3.3557,1.46218,1.416888,1.296013,12.608671,12.218104,11.17578,,,,,no_data,no_data,no_data
DTXSID7024160,77501-63-4,Lactofen,461.8,4.808,0.005,1.0,,0.0,25.7835,8.1037,0.0,1.404751,1.233822,0.0,15.569134,13.674691,,,,,no_data,no_data,no_data
DTXSID2020686,58-89-9,Lindane,290.8,3.719,0.0165,1.0,,0.0,37.9017,14.8425,0.0,1.479323,1.448306,0.0,10.324489,10.108015,,,,,no_data,no_data,no_data
DTXSID2024163,330-55-2,Linuron,249.1,3.198,0.1051,1.0,,33.05,18.9125,10.5656,1.496235,1.493432,1.488284,8.94509,8.928336,8.89756,,,,,no_data,no_data,no_data
DTXSID4020791,121-75-5,Malathion,330.4,2.359,0.145,1.0,,368.0,143.043,9.6966,1.499754,1.499368,1.490732,11.892452,11.889389,11.820908,,,,,no_data,no_data,no_data
DTXSID4024195,94-74-6,Mcpa,200.6,3.243,0.01797,1.0,,0.0,30.3164,0.0136,0.0,1.476312,0.040797,0.0,7.107557,0.196413,,,,,no_data,no_data,no_data
DTXSID6034712,208465-21-8,Mesosulfuron-methyl,503.5,1.014,0.005,1.0,,5.452,5.9996,38.8228,1.135794,1.161535,1.435363,13.72493,14.035987,17.34493,,,,,no_data,no_data,no_data
DTXSID7032424,104206-82-8,Mesotrione,339.3,0.783,0.3548,1.0,,0.0,47.8961,11.8627,0.0,1.499229,1.496891,0.0,12.20852,12.189484,,,,,no_data,no_data,no_data
DTXSID6024175,57837-19-1,Metalaxyl,279.3,1.65,0.7306,1.0,,0.0,74.0867,78.9997,0.0,1.499758,1.499773,0.0,10.053176,10.053277,,,,,no_data,no_data,no_data
DTXSID5020819,950-37-8,Methidathion,302.3,2.199,0.2685,1.0,,3.924,13.7457,14.6926,1.487657,1.496456,1.496684,10.793253,10.857086,10.858739,,,,,no_data,no_data,no_data
DTXSID9020827,72-43-5,Methoxychlor,345.6,5.08,0.0171,1.0,,12.5,30.983,3.8311,1.441068,1.475653,1.323416,11.952793,12.239659,10.976943,,,,,no_data,no_data,no_data
DTXSID3032628,161050-58-4,Methoxyfenozide,368.5,3.699,0.06119,1.0,,16.2,41.5937,16.0327,1.486888,1.494866,1.486753,13.150041,13.220594,13.148841,,,,,no_data,no_data,no_data
DTXSID1020855,298-00-0,Methyl parathion,263.2,2.862,0.02832,1.0,,14.19,32.0826,3.4534,1.468067,1.485706,1.376932,9.273484,9.38491,8.697802,,,,,no_data,no_data,no_data
DTXSID4022448,51218-45-2,Metolachlor,283.8,3.131,0.1773,1.0,,35.37,54.4804,52.6801,1.497912,1.498644,1.498597,10.202579,10.207563,10.207247,,,,,no_data,no_data,no_data
DTXSID6024204,21087-64-9,Metribuzin,214.3,1.7,0.4787,1.0,,1.067,0.1694,3.9788,1.474761,1.354042,1.493147,7.584992,6.964107,7.679555,,,,,no_data,no_data,no_data
DTXSID6023864,74223-64-6,Metsulfuron-methyl,381.4,2.199,0.08599,1.0,,2.319,0.9679,6.364,1.437008,1.357435,1.476417,13.153798,12.425412,13.514528,,,,,no_data,no_data,no_data
DTXSID2032683,7786-34-7,Mevinphos,224.1,0.1298,0.674,1.0,,4.7,108.7098,0.4348,1.495872,1.499821,1.456554,8.045399,8.066638,7.833929,,,,,no_data,no_data,no_data
DTXSID6032562,113-48-4,Mgk,275.4,3.7,0.005,1.0,,0.0,41.0033,33.4157,0.0,1.43866,1.425424,0.0,9.508968,9.421484,,,,,no_data,no_data,no_data
DTXSID6024206,2212-67-1,Molinate,187.3,3.209,0.09714,1.0,,0.0,101.8582,0.0077,0.0,1.498676,0.118236,0.0,6.736848,0.531493,,,,,no_data,no_data,no_data
DTXSID4040002,131-70-4,Monobutyl phthalate,222.2,2.372,0.2077,1.0,,0.0,35.8551,0.0079,0.0,1.498241,0.237066,0.0,7.989822,1.264228,,,,,no_data,no_data,no_data
DTXSID8024315,88671-89-0,Myclobutanil,288.8,2.94,0.08429,1.0,,16.4,0.1616,23.6403,1.490574,0.913667,1.493449,10.331469,6.332808,10.351391,,,,,no_data,no_data,no_data
DTXSID5024211,15299-99-7,Napropamide,271.4,3.358,0.005,1.0,,15.15,23.2244,33.4157,1.344814,1.39499,1.425424,8.759578,9.086407,9.284643,,,,,no_data,no_data,no_data
DTXSID7040362,50-65-7,Niclosamide,327.1,3.748,0.005,1.0,,12.0,10.2181,15.2851,1.309257,1.280854,1.346045,10.278194,10.055217,10.566988,,,,,no_data,no_data,no_data
DTXSID8024234,27314-13-2,Norflurazon,303.7,2.378,0.1841,1.0,,11.09,0.6881,17.1792,1.493605,1.403176,1.495866,10.88659,10.227473,10.903065,,,,,no_data,no_data,no_data
DTXSID8024238,19044-88-3,Oryzalin,346.4,3.725,0.004802,1.0,,20.2,23.6673,13.6128,1.376001,1.392869,1.323075,11.43952,11.579759,10.999517,,,,,no_data,no_data,no_data
DTXSID3024239,19666-30-9,Oxadiazon,345.2,4.798,0.00364,1.0,,0.0,0.8617,11.3945,0.0,0.396106,1.238897,0.0,3.281656,10.264011,,,,,no_data,no_data,no_data
DTXSID6021086,23135-22-0,Oxamyl,219.3,-0.4706,0.7926,1.0,,0.0,224.1133,0.3816,0.0,1.499926,1.457866,0.0,7.894412,7.673042,,,,,no_data,no_data,no_data
DTXSID4034364,144651-06-9,Oxasulfuron,406.4,1.101,0.06084,1.0,,3.107,5.0224,12.9544,1.433702,1.458283,1.483546,13.983753,14.223507,14.469915,,,,,no_data,no_data,no_data
DTXSID7024241,42874-03-3,Oxyfluorfen,361.7,4.73,0.1218,1.0,,0.0,14.6108,34.9399,0.0,1.492668,1.496925,0.0,12.957553,12.994509,,,,,no_data,no_data,no_data
DTXSID4023412,6153-64-6,Oxytetracycline dihydrate,496.5,-3.97,0.3982,1.0,,0.0,38.9057,4.5925,0.0,1.499154,1.492864,0.0,17.863921,17.78897,,,,,no_data,no_data,no_data
DTXSID2024242,76738-62-0,Paclobutrazol,293.8,3.202,0.1538,1.0,,7.14,0.2423,88.0347,1.488154,1.215002,1.499032,10.493272,8.567224,10.569976,,,,,no_data,no_data,no_data
DTXSID7021100,56-38-2,Parathion,291.3,3.83,0.04,1.0,,6.65,29.4683,19.7734,1.452276,1.488958,1.483604,10.153149,10.409604,10.372169,,,,,no_data,no_data,no_data
DTXSID7024245,40487-42-1,Pendimethalin,281.3,5.198,0.005,1.0,,7.214,16.7566,7.4331,1.207397,1.358287,1.21438,8.151382,9.170067,8.198522,,,,,no_data,no_data,no_data
DTXSID0034803,219714-96-2,Penoxsulam,483.4,2.482,0.01009,1.0,,0.0,0.4314,3.115,0.0,0.49864,1.173603,0.0,5.785026,13.615674,,,,,no_data,no_data,no_data
DTXSID8022292,52645-53-1,Permethrin,391.3,6.499,1e-06,1.0,,68.4,26.6498,15.5286,0.658483,0.350463,0.226274,6.183949,3.291273,2.124983,,,,,no_data,no_data,no_data
DTXSID9021976,122-99-6,Phenoxyethanol,138.2,1.161,0.2957,1.0,,0.0,13.1196,4.3742,0.0,1.496628,1.489931,0.0,4.964015,4.941803,,,,,no_data,no_data,no_data
DTXSID1024259,2310-17-0,Phosalone,367.8,4.38,0.00608,1.0,,25.1,17.1553,6.0714,1.418736,1.384012,1.212807,12.523466,12.216953,10.705693,,,,,no_data,no_data,no_data
DTXSID1021160,1918-02-1,Picloram,241.4,1.899,0.23,1.0,,0.0,2.5104,40.3392,0.0,1.47763,1.498588,0.0,8.560796,8.68222,,,,,no_data,no_data,no_data
DTXSID1021166,51-03-6,Piperonyl butoxide,338.4,4.745,0.005,1.0,,76.01,27.379,7.9532,1.466275,1.409968,1.229692,11.908501,11.451198,9.987069,,,,,no_data,no_data,no_data
DTXSID1032569,23103-98-2,Pirimicarb,238.3,1.698,0.1633,1.0,,22.53,9.1036,22.377,1.496445,1.491232,1.49642,8.558466,8.528652,8.558327,,,,,no_data,no_data,no_data
DTXSID0024266,29232-93-7,Pirimiphos-methyl,305.3,4.197,0.0134,1.0,,49.7,3.3012,9.4326,1.480567,1.2525,1.402974,10.84841,9.177318,10.279872,,,,,no_data,no_data,no_data
DTXSID4024270,67747-09-5,Prochloraz,376.7,4.098,0.02237,1.0,,16.4,1.9331,4.227,1.465092,1.247774,1.373069,13.245601,11.280876,12.413641,,,,,no_data,no_data,no_data
DTXSID1034210,29091-21-2,Prodiamine,350.3,4.102,0.005,1.0,,7.216,20.1564,10.9502,1.207463,1.380282,1.293488,10.151381,11.604308,10.874616,,,,,no_data,no_data,no_data
DTXSID6022341,1610-18-0,Prometon,225.3,2.991,0.0289,1.0,,8.17,0.0109,3.3269,1.44645,0.052175,1.374992,7.821246,0.282123,7.434859,,,,,no_data,no_data,no_data
DTXSID4024272,7287-19-6,Prometryn,241.4,3.511,0.005,1.0,,35.78,0.0248,25.8097,1.430123,0.020981,1.404841,8.285558,0.121554,8.139089,,,,,no_data,no_data,no_data
DTXSID6034849,25606-41-1,Propamocarb hydrochloride,224.7,0.02809,0.8435,1.0,,5.815,27.666,1.6059,1.497332,1.499438,1.490382,8.07481,8.086171,8.037334,,,,,no_data,no_data,no_data
DTXSID8022111,709-98-8,Propanil,218.1,3.071,0.0713,1.0,,11.3,11.1889,0.0147,1.483901,1.483742,0.160599,7.767329,7.766501,0.840641,,,,,no_data,no_data,no_data
DTXSID3021196,139-40-2,Propazine,229.7,2.931,0.03651,1.0,,14.6,0.0019,6.1436,1.475799,0.01181,1.443736,8.135784,0.065106,7.95903,,,,,no_data,no_data,no_data
DTXSID7032470,31218-83-4,Propetamphos,281.3,3.816,0.009787,1.0,,16.24,81.0881,10.7887,1.421805,1.483658,1.385316,9.598891,10.016473,9.352543,,,,,no_data,no_data,no_data
DTXSID7021948,114-26-1,Propoxur,209.2,1.524,0.2159,1.0,,6.899,25.3307,1.916,1.491248,1.497606,1.468959,7.48726,7.519182,7.375349,,,,,no_data,no_data,no_data
DTXSID2020420,23950-58-5,Propyzamide,256.1,3.429,0.06756,1.0,,5.4,17.6488,16.2546,1.464901,1.489083,1.488154,9.003866,9.152502,9.146792,,,,,no_data,no_data,no_data
DTXSID9034868,94125-34-5,Prosulfuron,419.4,1.891,0.005,1.0,,10.37,1.2937,7.857,1.283601,0.637929,1.226985,12.920214,6.421141,12.35034,,,,,no_data,no_data,no_data
DTXSID2032637,123312-89-0,Pymetrozine,217.2,-0.1774,0.9946,1.0,,8.611,0.0752,0.1874,1.498471,1.343038,1.432804,7.811228,7.000986,7.468921,,,,,no_data,no_data,no_data
DTXSID7032638,175013-18-0,Pyraclostrobin,387.8,3.99,0.001584,1.0,,53.93,2.1837,26.2388,1.360758,0.425276,1.239345,12.66485,3.95813,11.534827,,,,,no_data,no_data,no_data
DTXSID5032573,96489-71-3,Pyridaben,364.9,6.367,0.005,1.0,,63.93,6.4873,5.4331,1.460072,1.181578,1.134835,12.78673,10.347791,9.938432,,,,,no_data,no_data,no_data
DTXSID8034877,53112-28-0,Pyrimethanil,199.3,2.841,0.01673,1.0,,43.89,0.1523,0.0027,1.482353,0.33855,0.007711,7.090392,1.619351,0.036886,,,,,no_data,no_data,no_data
DTXSID1032640,95737-68-1,Pyriproxyfen,321.4,4.199,0.000907,1.0,,16.86,3.7874,35.0152,0.954428,0.423175,1.17625,7.362074,3.264201,9.073122,,,,,no_data,no_data,no_data
DTXSID8032673,123343-16-8,Pyrithiobac-sodium,348.7,0.6002,0.0334,1.0,,0.0,3.0008,6.5121,0.0,1.379672,1.442046,0.0,11.5462,12.068192,,,,,no_data,no_data,no_data
DTXSID6032641,84087-01-4,Quinclorac,242.1,2.772,0.02799,1.0,,0.0,1.6325,2.1522,0.0,1.259127,1.309921,0.0,7.316033,7.611166,,,,,no_data,no_data,no_data
DTXSID2034881,124495-18-7,Quinoxyfen,308.1,4.66,0.005,1.0,,0.0,1.6561,10.2047,0.0,0.729698,1.280608,0.0,5.395682,9.46933,,,,,no_data,no_data,no_data
DTXSID7022253,10453-86-8,Resmethrin,338.4,6.14,0.005,1.0,,0.0,29.9714,5.4331,0.0,1.417326,1.134835,0.0,11.510958,9.216677,,,,,no_data,no_data,no_data
DTXSID1032642,122931-48-0,Rimsulfuron,431.4,0.2909,0.6278,1.0,,0.0,1.3465,12.7646,0.0,1.484648,1.498366,0.0,15.37145,15.513478,,,,,no_data,no_data,no_data
DTXSID6021248,83-79-4,Rotenone,394.4,4.098,0.003404,1.0,,28.31,27.0798,14.8351,1.375254,1.370078,1.278665,13.017602,12.968606,12.103329,,,,,no_data,no_data,no_data
DTXSID2039336,28434-00-6,s-bioallethrin,302.4,4.78,1e-06,1.0,,45.9,62.1808,70.1238,0.516455,0.623498,0.667691,3.748226,4.5251,4.845838,,,,,no_data,no_data,no_data
DTXSID9024304,74051-80-2,Sethoxydim,327.5,4.38,0.05472,1.0,,11.87,,14.8834,1.480081,,1.484071,11.633438,,11.6648,,,,,no_data,no_data,no_data
DTXSID4021268,122-34-9,Simazine,201.7,2.18,0.2845,1.0,,6.326,0.0,3.9199,1.49275,0.0,1.488334,7.226103,0.0,7.204728,,,,,no_data,no_data,no_data
DTXSID1034212,118134-30-8,Spiroxamine,297.5,4.616,0.005446,1.0,,3.353,37.069,10.2047,1.014405,1.437746,1.296134,7.242852,10.265506,9.254393,,,,,no_data,no_data,no_data
DTXSID6032645,122836-35-5,Sulfentrazone,387.2,0.9936,0.9933,1.0,,5.715,1.5273,47.1228,1.497694,1.491407,1.49972,13.917769,13.859343,13.936597,,,,,no_data,no_data,no_data
DTXSID4034948,112410-23-8,Tebufenozide,352.5,4.247,0.03378,1.0,,22.4,37.7168,11.6898,1.48287,1.489779,1.467514,12.545076,12.603529,12.415173,,,,,no_data,no_data,no_data
DTXSID0034223,119168-77-3,Tebufenpyrad,333.9,4.61,0.005,1.0,,15.94,8.8806,9.6498,1.351745,1.253277,1.269928,10.832341,10.043264,10.176691,,,,,no_data,no_data,no_data
DTXSID1032482,96182-53-5,Tebupirimfos,318.4,3.543,0.005,1.0,,22.64,1.5767,18.2821,1.392474,0.711304,1.36908,10.640727,5.435497,10.46196,,,,,no_data,no_data,no_data
DTXSID3024316,34014-18-1,Tebuthiuron,228.3,1.788,0.4172,1.0,,5.282,0.7235,32.7502,1.494073,1.457783,1.499041,8.186327,7.987486,8.213545,,,,,no_data,no_data,no_data
DTXSID5032577,79538-32-2,Tefluthrin,418.7,2.396,0.005,1.0,,24.81,75.1045,6.2335,1.401259,1.465878,1.171453,14.080975,14.730314,11.771701,,,,,no_data,no_data,no_data
DTXSID7034252,149979-41-9,Tepraloxydim,341.8,3.688,0.3834,1.0,,3.349,,29.9549,1.489857,,1.498859,12.221598,,12.295442,,,,,no_data,no_data,no_data
DTXSID8024317,5902-51-2,Terbacil,216.7,1.89,0.1029,1.0,,2.272,6.6406,2.2984,1.445937,1.481054,1.446536,7.520029,7.702665,7.523144,,,,,no_data,no_data,no_data
DTXSID6032649,7696-12-0,Tetramethrin,331.4,4.727,0.005,1.0,,37.6,70.8559,9.6498,1.433355,1.463881,1.269928,11.40033,11.643125,10.100496,,,,,no_data,no_data,no_data
DTXSID0021337,148-79-8,Thiabendazole,201.2,2.468,0.1382,1.0,,0.0,0.0023,2.6973,0.0,0.052631,1.465631,0.0,0.254144,7.077241,,,,,no_data,no_data,no_data
DTXSID7034961,111988-49-9,Thiacloprid,252.7,0.9225,0.2857,1.0,,2.574,1.793,7.8371,1.48238,1.474833,1.494167,8.990336,8.944569,9.061823,,,,,no_data,no_data,no_data
DTXSID2034962,153719-23-4,Thiamethoxam,291.7,-0.1191,0.8286,1.0,,0.0,2.475,2.8538,0.0,1.493634,1.494475,0.0,10.45663,10.462524,,,,,no_data,no_data,no_data
DTXSID1032488,117718-60-2,Thiazopyr,396.4,3.889,0.01139,1.0,,41.5,23.0125,8.4577,1.472764,1.451591,1.375213,14.011292,13.809851,13.08323,,,,,no_data,no_data,no_data
DTXSID0032651,51707-55-2,Thidiazuron,220.2,1.769,0.02837,1.0,,0.0,0.0236,2.8108,0.0,0.106718,1.351816,0.0,0.563982,7.144076,,,,,no_data,no_data,no_data
DTXSID6024337,28249-77-6,Thiobencarb,257.8,3.4,1e-06,1.0,,233.0,66.5337,160.2704,1.090781,0.648282,0.970618,6.748881,4.011048,6.005409,,,,,no_data,no_data,no_data
DTXSID1024338,23564-05-8,Thiophanate-methyl,342.4,1.4,0.427,1.0,,2.469,39.5608,57.917,1.487665,1.499224,1.49947,12.225038,12.320025,12.322045,,,,,no_data,no_data,no_data
DTXSID3023897,43121-43-3,Triadimefon,293.8,2.771,0.1142,1.0,,14.59,0.334,6.4828,1.492172,1.220334,1.482496,10.521601,8.604817,10.453375,,,,,no_data,no_data,no_data
DTXSID0032493,55219-65-3,Triadimenol,295.8,2.901,0.1258,1.0,,0.0,0.2145,10.1279,0.0,1.132981,1.489779,0.0,8.043258,10.576239,,,,,no_data,no_data,no_data
DTXSID0024345,82097-50-5,Triasulfuron,401.8,1.102,0.02305,1.0,,14.58,0.797,13.6177,1.461974,1.016383,1.459359,14.098104,9.80118,14.072893,,,,,no_data,no_data,no_data
DTXSID1024174,78-48-8,Tribufos,314.5,5.7,0.06651,1.0,,125.1,110.6536,11.4104,1.498426,1.498221,1.482919,11.310118,11.308568,11.193075,,,,,no_data,no_data,no_data
DTXSID0032497,55335-06-3,Triclopyr,256.5,2.516,0.02237,1.0,,0.0,2.4323,1.8694,0.0,1.292375,1.240665,0.0,7.955861,7.637536,,,,,no_data,no_data,no_data
DTXSID5032498,3380-34-5,Triclosan,289.5,4.762,0.00428,1.0,,27.8,10.0072,15.5886,1.397343,1.245756,1.326242,9.708739,8.655513,9.214727,,,,,no_data,no_data,no_data
DTXSID8040222,199119-58-9,Trifloxysulfuron-sodium,459.3,0.8201,0.00376,1.0,,0.0,1.5442,42.9481,0.0,0.598681,1.422974,0.0,6.599385,15.685724,,,,,no_data,no_data,no_data
DTXSID2032500,68694-11-1,Triflumizole,345.8,1.404,0.00839,1.0,,19.6,1.1887,37.2857,1.42429,0.799371,1.459225,11.820466,6.63414,12.110402,,,,,no_data,no_data,no_data
DTXSID2032502,126535-15-7,Triflusulfuron-methyl,492.4,3.557,0.3292,1.0,,14.47,2.2354,28.3261,1.497252,1.482392,1.498595,17.693931,17.51831,17.709799,,,,,no_data,no_data,no_data
DTXSID0032655,131983-72-7,Triticonazole,317.8,3.293,0.1373,1.0,,6.118,0.2697,88.7324,1.484551,1.213533,1.498925,11.32297,9.255861,11.432597,,,,,no_data,no_data,no_data
DTXSID4022361,50471-44-8,Vinclozolin,286.1,3.102,0.5936,1.0,,18.34,10.224,42.0293,1.498797,1.497843,1.499475,10.291337,10.284787,10.295993,,,,,no_data,no_data,no_data
DTXSID9032581,156052-68-5,Zoxamide,336.6,3.759,0.01031,1.0,,0.0,38.4298,9.132,0.0,1.467621,1.372567,0.0,11.856031,11.088143,,,,,no_data,no_data,no_data
DTXSID7025895,101-54-2,"""n-phenyl-1,4-benzenediamine""",184.2,2.657,0.1434,1.0,,15.59,2.5708,3.6669,1.494158,1.465257,1.475472,6.605373,6.477607,6.522768,,,,,no_data,no_data,no_data
DTXSID5020869,101-61-1,"""4,4'-methylenebis(n,n-dimethylaniline)""",254.4,3.803,0.001109,1.0,,18.85,31.5999,33.8781,1.057717,1.200543,1.21688,6.457996,7.330035,7.429781,,,,,no_data,no_data,no_data
DTXSID0021094,101-80-4,"""4,4'-oxydianiline""",200.2,1.364,0.3284,1.0,,0.0,6.9984,4.3782,0.0,1.494317,1.490936,0.0,7.179892,7.163648,,,,,no_data,no_data,no_data
DTXSID4026684,101-86-0,2-benzylideneoctanal,216.3,4.339,0.009805,1.0,,14.36,24.1826,0.0077,1.412319,1.446667,0.012845,7.331631,7.50994,0.066679,,,,,no_data,no_data,no_data
DTXSID3025178,102-06-7,"""1,3-diphenylguanidine""",211.3,2.959,0.7844,1.0,,0.0,2.7348,0.0277,0.0,1.493913,1.069667,0.0,7.575929,5.424493,,,,,no_data,no_data,no_data
DTXSID4021848,102-27-2,N-ethyl-3-methylaniline,135.2,2.42,0.1414,1.0,,13.12,9.8246,7.7444,1.492965,1.490621,1.488121,4.844374,4.836766,4.828655,,,,,no_data,no_data,no_data
DTXSID1024126,1024-57-3,"""heptachlor epoxide, isomer b""",389.3,5.191,0.01068,1.0,,0.0,20.3737,3.8311,0.0,1.442068,1.235953,0.0,13.47353,11.547756,,,,,no_data,no_data,no_data
DTXSID0020606,103-23-1,Di(2-ethylhexyl)adipate,370.6,6.851,0.03861,1.0,,13.56,48.5407,8.1947,1.475367,1.493036,1.459673,13.122506,13.279662,12.982915,,,,,no_data,no_data,no_data
DTXSID3026697,103-24-2,Azelaic acid di(2-ethylhexyl) ester,412.7,8.993,0.03126,1.0,,3.152,47.1309,8.1947,1.377771,1.491153,1.450504,13.646542,14.769571,14.366951,,,,,no_data,no_data,no_data
DTXSID2020006,103-90-2,Acetaminophen,151.2,0.4621,0.9398,1.0,,0.3598,21.8233,4.3603,1.462201,1.499361,1.496807,5.306034,5.440881,5.431614,,,,,no_data,no_data,no_data
DTXSID4034287,104-67-6,5-heptyldihydro-2(3h)-furanone,184.3,3.445,0.069,1.0,,9.47,39.8706,0.057,1.480199,1.495249,0.465471,6.547215,6.613785,2.058871,,,,,no_data,no_data,no_data
DTXSID1034187,10540-29-1,Tamoxifen,371.5,6.235,0.00165,1.0,,0.0,24.2368,11.8867,0.0,1.230939,1.03757,0.0,10.97505,9.250973,,,,,no_data,no_data,no_data
DTXSID2021866,105-99-7,Dibutyl hexanedioate,258.4,3.927,0.5872,1.0,,14.03,64.5234,36.3044,1.49841,1.499654,1.499385,9.29254,9.300254,9.298587,,,,,no_data,no_data,no_data
DTXSID4024729,10605-21-7,Methyl 1h-benzimidazol-2-ylcarbamate,191.2,1.519,0.4872,1.0,,24.0,0.1087,4.5253,1.498879,1.287489,1.494076,6.878058,5.908031,6.856017,,,,,no_data,no_data,no_data
DTXSID7021869,106-44-5,4-methylphenol,108.1,1.94,0.3259,1.0,,39.66,27.9973,7.4182,1.498986,1.498564,1.494596,3.88897,3.887875,3.87758,,,,,no_data,no_data,no_data
DTXSID5025152,106-65-0,Dimethyl succinate,146.1,0.3505,0.9999,1.0,,364.4,132.9947,2.9241,1.499964,1.499901,1.495529,5.259474,5.259254,5.243922,,,,,no_data,no_data,no_data
DTXSID9032113,107534-96-3,Tebuconazole,307.8,3.7,0.06601,1.0,,5.278,0.2628,24.0454,1.463287,0.997411,1.491784,10.809591,7.368074,11.02011,,,,,no_data,no_data,no_data
DTXSID2021238,108-46-3,Resorcinol,110.1,0.8006,0.7448,1.0,,14.48,21.8258,4.6682,1.498785,1.499194,1.496238,3.96039,3.96147,3.95366,,,,,no_data,no_data,no_data
DTXSID5021124,108-95-2,Phenol,94.11,1.462,0.6201,1.0,,5.496,13.9953,7.269,1.496163,1.498491,1.497097,3.379293,3.384551,3.381403,,,,,no_data,no_data,no_data
DTXSID4042121,110235-47-7,Mepanipyrim,223.3,3.279,0.03419,1.0,,0.0,0.1756,0.0124,0.0,0.610758,0.069386,0.0,3.273176,0.371851,,,,,no_data,no_data,no_data
DTXSID8025595,110-26-9,"""n,n'-methylenebis(acrylamide)""",154.2,-0.6668,1.0,1.0,,0.0,33.0092,0.5829,0.0,1.499603,1.477838,0.0,5.54973,5.469183,,,,,no_data,no_data,no_data
DTXSID3026223,111-21-7,Triethylene glycol diacetate,234.2,0.5404,0.895,1.0,,206.0,97.1568,12.3368,1.499929,1.499849,1.498813,8.4308,8.430353,8.42453,,,,,no_data,no_data,no_data
DTXSID3025122,1119-40-0,Dimethyl glutarate,160.2,0.6217,0.6989,1.0,,46.3,119.0959,4.4502,1.499595,1.499842,1.495796,5.765643,5.766594,5.751037,,,,,no_data,no_data,no_data
DTXSID3024368,112-50-5,2-[2-(2-ethoxyethoxy)ethoxy]ethanol,178.2,0.03197,1.0,1.0,,0.0,36.1008,0.7018,0.0,1.499637,1.481547,0.0,6.413647,6.336279,,,,,no_data,no_data,no_data
DTXSID4022991,114-07-8,Erythromycin,733.9,3.06,0.5653,1.0,,0.0,29.9759,28.8182,0.0,1.499227,1.499196,0.0,26.406778,26.406231,,,,,no_data,no_data,no_data
DTXSID1021952,115-86-6,Triphenyl phosphate,326.3,4.589,0.002852,1.0,,26.44,11.7755,14.6201,1.344181,1.190209,1.240038,10.526549,9.320767,9.710989,,,,,no_data,no_data,no_data
DTXSID1021956,117-84-0,Di-n-octyl phthalate,390.6,8.097,0.0233,1.0,,0.0,39.036,8.1947,0.0,1.485721,1.434335,0.0,13.927745,13.446028,,,,,no_data,no_data,no_data
DTXSID0021961,119-61-9,Benzophenone,182.2,3.181,0.06543,1.0,,9.134,14.0263,0.0225,1.478377,1.485848,0.216212,6.464646,6.497315,0.94545,,,,,no_data,no_data,no_data
DTXSID3025091,119-90-4,"3,3'-dimethoxybenzidine",244.3,1.813,0.3343,1.0,,0.0,9.2559,33.699,0.0,1.495774,1.498837,0.0,8.770025,8.787981,,,,,no_data,no_data,no_data
DTXSID5024059,119-93-7,O-tolidine,212.3,2.34,0.1427,1.0,,0.0,11.0269,1.3412,0.0,1.491713,1.434483,0.0,7.600578,7.308979,,,,,no_data,no_data,no_data
DTXSID9022528,120-47-8,Ethylparaben,166.2,2.464,0.1057,1.0,,57.24,40.2388,7.3565,1.497836,1.496924,1.483325,5.974568,5.970929,5.916687,,,,,no_data,no_data,no_data
DTXSID1020350,120-71-8,P-cresidine,137.2,1.737,0.4043,1.0,,19.53,18.2166,7.77,1.498341,1.498222,1.495838,4.933738,4.933345,4.925494,,,,,no_data,no_data,no_data
DTXSID7040788,121-00-6,2-tert-butyl-4-methoxy-phenol,180.2,3.202,0.07217,1.0,,7.06,31.016,0.0225,1.4747,1.494165,0.234994,6.377784,6.461965,1.016304,,,,,no_data,no_data,no_data
DTXSID0020529,121-14-2,"""2,4-dinitrotoluene""",182.1,1.979,0.09602,1.0,,0.0,14.4271,9.7839,0.0,1.490594,1.486172,0.0,6.514493,6.495165,,,,,no_data,no_data,no_data
DTXSID6047286,123122-55-4,Candoxatril,515.6,3.856,0.2659,1.0,,9.898,43.7108,27.9821,1.495035,1.498873,1.49824,18.500155,18.547651,18.539819,,,,,no_data,no_data,no_data
DTXSID1040742,124-94-7,Triamcinolone,394.4,1.16,0.7348,1.0,,2.492,28.505,66.7981,1.492873,1.499374,1.499733,14.130943,14.192477,14.195872,,,,,no_data,no_data,no_data
DTXSID3021986,126-73-8,Tributyl phosphate,266.3,3.997,0.03481,1.5337528626604,,0.0,42.5888,19.5927,0.0,1.491207,1.481018,0.0,14.617593,14.517713,,,,,no_data,no_data,no_data
DTXSID9047257,127308-82-1,Zamifenacin,415.5,5.742,0.002114,1.0,,17.11,17.9612,7.7316,1.208052,1.219299,0.97732,12.046699,12.15885,9.745831,,,,,no_data,no_data,no_data
DTXSID6027052,128-39-2,"""2,6-di-tert-butylphenol""",206.3,4.92,0.01953,1.0,,0.0,28.0512,0.0034,0.0,1.476442,0.011309,0.0,7.31016,0.055992,,,,,no_data,no_data,no_data
