"Compound","CAS","DTXSID","logP","MW","pKa_Accept","pKa_Donor","Human.Clint","Human.Clint.pValue","Human.Funbound.plasma","Human.Rblood2plasma","MW_num","logP_num","Fup_num","Rblood2plasma_num","Clint_native","Clint_rf","needs_clint_impute","Clint_used","Clint_source","n_tc_assays","AC50_5pct_uM","AC50_med_uM","AC50_source","Exposure_median_mg_kg_day","Exposure_l95_mg_kg_day","Exposure_u95_mg_kg_day","Exposure_source","Exposure_pathway"
"Fluazifop-p-butyl","79241-46-6","DTXSID0034855",4.5,383.4,"0.8"," ",234.4,0.00746,0.005,NA,383.4,4.5,0.005,NA,234.4,53.4006268225187,FALSE,234.4,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Fluazinam","79622-59-6","DTXSID7032551",4.01,465.1," ","6.89",24.76,4.15e-07,0.004357,NA,465.1,4.01,0.004357,NA,24.76,25.1681446938638,FALSE,24.76,"httk_measured",526,0.41862821387355,3.99944749761097,"example.toxcast",NA,NA,NA,NA,NA
"Fludioxonil","131341-86-1","DTXSID2032398",4.116,248.2," ","14.7",37.05,7.44e-15,0.003583,NA,248.2,4.116,0.003583,NA,37.05,37.7120613035294,FALSE,37.05,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Flufenacet","142459-58-3","DTXSID2032552",3.2,363.3," ","12.6",29,9.4e-11,0.1375,NA,363.3,3.2,0.1375,NA,29,17.9642628017783,FALSE,29,"httk_measured",162,2.2664056276609,27.8630581730131,"example.toxcast",NA,NA,NA,NA,NA
"Flumetralin","62924-70-3","DTXSID7032553",5.447,421.7," "," ",0,0.4377,0.005,NA,421.7,5.447,0.005,NA,0,15.8479170244981,TRUE,15.8479170244981,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Flumetsulam","98967-40-9","DTXSID4032615",1.61,325.3," ","8.8",7.521,2.17e-07,0.01727,NA,325.3,1.61,0.01727,NA,7.521,9.1558688667887,FALSE,7.521,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Flumioxazin","103361-09-7","DTXSID7032555",2.549,354.3,"1.03"," ",8.336,3.49e-12,0.02807,NA,354.3,2.549,0.02807,NA,8.336,10.7728783728978,FALSE,8.336,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Fluometuron","2164-17-2","DTXSID8020628",2.421,232.2," ","13.2",10.06,0.000777,0.2589,NA,232.2,2.421,0.2589,NA,10.06,7.84753765188392,FALSE,10.06,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Fluoxastrobin","361377-29-9","DTXSID2034625",4.011,458.8," "," ",16.35,7.98e-10,0.0362,NA,458.8,4.011,0.0362,NA,16.35,11.8318321052085,FALSE,16.35,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Fluroxypyr","69377-81-7","DTXSID2034627",1.677,255," ","2.41",1.791,0.003573,0.09194,NA,255,1.677,0.09194,NA,1.791,3.4916396230873,FALSE,1.791,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Fluroxypyr-meptyl","81406-37-3","DTXSID5034303",4.529,367.2," "," ",0,0.1225,0.005,NA,367.2,4.529,0.005,NA,0,42.1080254949515,TRUE,42.1080254949515,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Flusilazole","85509-19-9","DTXSID3024235",3.701,315.4,"2.32"," ",6.959,4.95e-08,0.02893,NA,315.4,3.701,0.02893,NA,6.959,9.26302078923637,FALSE,6.959,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Flutolanil","66332-96-5","DTXSID8024109",3.702,323.3," ","15",14.17,1.79e-06,0.01882,NA,323.3,3.702,0.01882,NA,14.17,15.5253371089142,FALSE,14.17,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Foramsulfuron","173159-57-4","DTXSID7034753",0.7454,452.4," ","3.47,14.1",0,0.04835,0.0649,NA,452.4,0.7454,0.0649,NA,0,3.43130454814746,TRUE,3.43130454814746,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Forchlorfenuron","68157-60-8","DTXSID1034634",3.199,247.7,"1.58","11.2",26.87,0.0006096,0.02755,NA,247.7,3.199,0.02755,NA,26.87,25.5580286923807,FALSE,26.87,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Formetanate hydrochloride","23422-53-9","DTXSID4032405",-0.4626,257.7,"8.89","14.8",13.72,5.73e-10,0.8853,NA,257.7,-0.4626,0.8853,NA,13.72,5.59172357641378,FALSE,13.72,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Fosthiazate","98886-44-3","DTXSID0034930",1.681,283.3," "," ",0,0.002057,0.4599,NA,283.3,1.681,0.4599,NA,0,3.40226956888314,TRUE,3.40226956888314,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Halosulfuron-methyl","100784-20-1","DTXSID9034650",-0.01661,434.8," ","4.53",0,0.004677,0.009462,NA,434.8,-0.01661,0.009462,NA,0,5.95390343617492,TRUE,5.95390343617492,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Hexaconazole","79983-71-4","DTXSID4034653",3.899,314.2,"2","13.3",16.22,4.17e-14,0.041,NA,314.2,3.899,0.041,NA,16.22,19.1708021546582,FALSE,16.22,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Hexazinone","51235-04-2","DTXSID4024145",1.849,252.3," "," ",6.361,4.34e-08,0.613,NA,252.3,1.849,0.613,NA,6.361,4.24922198341546,FALSE,6.361,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Hexythiazox","78587-05-0","DTXSID7024299",2.905,352.9," ","14.4",110.4,0.02962,0.005,NA,352.9,2.905,0.005,NA,110.4,14.7116790911689,FALSE,110.4,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Icaridin","119515-38-7","DTXSID0034227",2.534,229.3," "," ",12.56,4.71e-07,0.2842,NA,229.3,2.534,0.2842,NA,12.56,8.675906131133,FALSE,12.56,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Imazalil","35554-44-0","DTXSID8024151",3.818,297.2,"6.48"," ",0,0.49,0.02956,NA,297.2,3.818,0.02956,NA,0,4.5559887212547,TRUE,4.5559887212547,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Imazamox","114311-32-9","DTXSID3034664",0.7307,305.3,"1.51","3.64,10.7",0,0.00701,0.4548,NA,305.3,0.7307,0.4548,NA,0,4.70135779844765,TRUE,4.70135779844765,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Imazapic","104098-48-8","DTXSID5034270",2.464,275.3,"1.76","3.67",0,0.3311,0.5468,NA,275.3,2.464,0.5468,NA,0,7.93472003274573,TRUE,7.93472003274573,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Imazapyr","81334-34-1","DTXSID8034665",0.2237,261.3,"1.65","3.66,10.7",0,0.7478,0.9231,NA,261.3,0.2237,0.9231,NA,0,1.02824774312868,TRUE,1.02824774312868,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Imazaquin","81335-37-7","DTXSID3024152",1.861,311.3,"1.77","3.67,10.7",2.457,0.003376,0.1513,NA,311.3,1.861,0.1513,NA,2.457,4.35099341191283,FALSE,2.457,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Imazethapyr","81335-77-5","DTXSID3024287",1.446,289.3,"1.95","3.67,10.7",2.351,0.04274,0.2895,NA,289.3,1.446,0.2895,NA,2.351,2.81633281200341,FALSE,2.351,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Imidacloprid","138261-41-3","DTXSID5032442",0.5735,255.7," "," ",2.807,0.04207,0.6559,NA,255.7,0.5735,0.6559,NA,2.807,4.83390309824914,FALSE,2.807,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Indoxacarb","173584-44-6","DTXSID1032690",4.647,527.8," "," ",31.36,1.28e-06,0.005,NA,527.8,4.647,0.005,NA,31.36,21.3372617847857,FALSE,31.36,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Iodosulfuron-methyl-sodium","144550-36-7","DTXSID2034673",1.881,529.2," ","2.45",5.691,2.54e-06,0.006681,NA,529.2,1.881,0.006681,NA,5.691,9.87152570633874,FALSE,5.691,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Iprodione","36734-19-7","DTXSID3024154",2.998,330.2," ","10.7,13.9",11.7,0.03092,0.005,NA,330.2,2.998,0.005,NA,11.7,24.0477315781724,FALSE,11.7,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Isazofos","42509-80-8","DTXSID7034676",3.819,313.7," "," ",19.53,2.47e-13,0.06539,NA,313.7,3.819,0.06539,NA,19.53,15.3395951593843,FALSE,19.53,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Isoxaben","82558-50-7","DTXSID8024159",3.94,332.4,"0.24","13.6",17.7,0,0.0718,NA,332.4,3.94,0.0718,NA,17.7,16.0531176885272,FALSE,17.7,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Isoxaflutole","141112-29-0","DTXSID5034723",2.322,359.3," "," ",20.42,0.002424,0.01655,NA,359.3,2.322,0.01655,NA,20.42,13.0565639063343,FALSE,20.42,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Lactofen","77501-63-4","DTXSID7024160",4.808,461.8," "," ",0,0.4648,0.005,NA,461.8,4.808,0.005,NA,0,14.7967293723979,TRUE,14.7967293723979,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Lindane","58-89-9","DTXSID2020686",3.719,290.8," "," ",0,0.989,0.0165,0.7079,290.8,3.719,0.0165,0.7079,0,24.9273644956325,TRUE,24.9273644956325,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Linuron","330-55-2","DTXSID2024163",3.198,249.1," ","11.9",33.05,5.27e-05,0.1051,NA,249.1,3.198,0.1051,NA,33.05,20.0838001871501,FALSE,33.05,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Malathion","121-75-5","DTXSID4020791",2.359,330.4," "," ",368,0,0.145,NA,330.4,2.359,0.145,NA,368,34.9847755765485,FALSE,368,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Mcpa","94-74-6","DTXSID4024195",3.243,200.6," ","3.36",0,0.04265,0.01797,1.3,200.6,3.243,0.01797,1.3,0,38.189823060168,TRUE,38.189823060168,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Mesosulfuron-methyl","208465-21-8","DTXSID6034712",1.014,503.5," ","3.46,10.7",5.452,0.001499,0.005,NA,503.5,1.014,0.005,NA,5.452,8.25686119556941,FALSE,5.452,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Mesotrione","104206-82-8","DTXSID7032424",0.783,339.3," ","7.06",0,0.7945,0.3548,NA,339.3,0.783,0.3548,NA,0,1.28956053353834,TRUE,1.28956053353834,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Metalaxyl","57837-19-1","DTXSID6024175",1.65,279.3," "," ",0,0.1318,0.7306,NA,279.3,1.65,0.7306,NA,0,2.85492534706703,TRUE,2.85492534706703,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Methidathion","950-37-8","DTXSID5020819",2.199,302.3," "," ",3.924,0.0099,0.2685,NA,302.3,2.199,0.2685,NA,3.924,3.79972617546291,FALSE,3.924,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Methoxychlor","72-43-5","DTXSID9020827",5.08,345.6," "," ",12.5,0,0.0171,NA,345.6,5.08,0.0171,NA,12.5,17.0651959782206,FALSE,12.5,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Methoxyfenozide","161050-58-4","DTXSID3032628",3.699,368.5," ","9.9",16.2,8.08e-09,0.06119,NA,368.5,3.699,0.06119,NA,16.2,16.4189481267692,FALSE,16.2,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Methyl parathion","298-00-0","DTXSID1020855",2.862,263.2," "," ",14.19,1.998e-05,0.02832,NA,263.2,2.862,0.02832,NA,14.19,16.3148202418169,FALSE,14.19,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Metolachlor","51218-45-2","DTXSID4022448",3.131,283.8," "," ",35.37,1.27e-08,0.1773,NA,283.8,3.131,0.1773,NA,35.37,19.8816205929885,FALSE,35.37,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Metribuzin","21087-64-9","DTXSID6024204",1.7,214.3,"2.46"," ",1.067,0.03703,0.4787,NA,214.3,1.7,0.4787,NA,1.067,2.14914782658998,FALSE,1.067,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Metsulfuron-methyl","74223-64-6","DTXSID6023864",2.199,381.4," ","3.46",2.319,0.01843,0.08599,NA,381.4,2.199,0.08599,NA,2.319,4.09880563762428,FALSE,2.319,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Mevinphos","7786-34-7","DTXSID2032683",0.1298,224.1," "," ",4.7,0,0.674,NA,224.1,0.1298,0.674,NA,4.7,4.03625611632562,FALSE,4.7,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Mgk","113-48-4","DTXSID6032562",3.7,275.4," "," ",0,0.1442,0.005,NA,275.4,3.7,0.005,NA,0,55.4648208127226,TRUE,55.4648208127226,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Molinate","2212-67-1","DTXSID6024206",3.209,187.3," "," ",0,0.05609,0.09714,NA,187.3,3.209,0.09714,NA,0,13.6894241350062,TRUE,13.6894241350062,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Monobutyl phthalate","131-70-4","DTXSID4040002",2.372,222.2," ","3.08",0,0.1657,0.2077,NA,222.2,2.372,0.2077,NA,0,3.09895611492875,TRUE,3.09895611492875,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Myclobutanil","88671-89-0","DTXSID8024315",2.94,288.8,"2.27"," ",16.4,9.69e-07,0.08429,NA,288.8,2.94,0.08429,NA,16.4,14.3126220830022,FALSE,16.4,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Napropamide","15299-99-7","DTXSID5024211",3.358,271.4," "," ",15.15,0.003516,0.005,NA,271.4,3.358,0.005,NA,15.15,34.4685046008421,FALSE,15.15,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Niclosamide","50-65-7","DTXSID7040362",3.748,327.1," ","6.89,14.6",12,1.1e-06,0.005,NA,327.1,3.748,0.005,NA,12,45.7403643595975,FALSE,12,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Norflurazon","27314-13-2","DTXSID8024234",2.378,303.7,"3.55","13.3",11.09,2.24e-05,0.1841,NA,303.7,2.378,0.1841,NA,11.09,8.29148216397664,FALSE,11.09,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Oryzalin","19044-88-3","DTXSID8024238",3.725,346.4," ","9.55",20.2,2.85e-11,0.004802,NA,346.4,3.725,0.004802,NA,20.2,30.7036113837668,FALSE,20.2,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Oxadiazon","19666-30-9","DTXSID3024239",4.798,345.2," "," ",0,0.9849,0.00364,NA,345.2,4.798,0.00364,NA,0,33.9249914810756,TRUE,33.9249914810756,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Oxamyl","23135-22-0","DTXSID6021086",-0.4706,219.3," ","13.9",0,0.3308,0.7926,NA,219.3,-0.4706,0.7926,NA,0,3.63198211971759,TRUE,3.63198211971759,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Oxasulfuron","144651-06-9","DTXSID4034364",1.101,406.4,"2.33","3.5",3.107,0.005309,0.06084,NA,406.4,1.101,0.06084,NA,3.107,3.79831233802408,FALSE,3.107,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Oxyfluorfen","42874-03-3","DTXSID7024241",4.73,361.7," "," ",0,0.6246,0.1218,NA,361.7,4.73,0.1218,NA,0,5.94022633664219,TRUE,5.94022633664219,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Oxytetracycline dihydrate","6153-64-6","DTXSID4023412",-3.97,496.5,"4.89","7.55,8.59,11.6,13.5,14.4",0,0.5952,0.3982,NA,496.5,-3.97,0.3982,NA,0,5.48071632506401,TRUE,5.48071632506401,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Paclobutrazol","76738-62-0","DTXSID2024242",3.202,293.8,"1.97","14",7.14,0.04108,0.1538,NA,293.8,3.202,0.1538,NA,7.14,12.1385501529713,FALSE,7.14,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Parathion","56-38-2","DTXSID7021100",3.83,291.3," "," ",6.65,0.007547,0.04,0.7535,291.3,3.83,0.04,0.7535,6.65,9.56524107638718,FALSE,6.65,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Pendimethalin","40487-42-1","DTXSID7024245",5.198,281.3,"0.13","10.5",7.214,0.01415,0.005,NA,281.3,5.198,0.005,NA,7.214,21.1112874905801,FALSE,7.214,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Penoxsulam","219714-96-2","DTXSID0034803",2.482,483.4," ","6.55",0,0.1824,0.01009,NA,483.4,2.482,0.01009,NA,0,8.40789806317104,TRUE,8.40789806317104,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Permethrin","52645-53-1","DTXSID8022292",6.499,391.3," "," ",68.4,0.00878,1.89e-08,NA,391.3,6.499,1.89e-08,NA,68.4,19.3507487932065,FALSE,68.4,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Phenoxyethanol","122-99-6","DTXSID9021976",1.161,138.2," "," ",0,0.2193,0.2957,NA,138.2,1.161,0.2957,NA,0,16.9524543111243,TRUE,16.9524543111243,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Phosalone","2310-17-0","DTXSID1024259",4.38,367.8," "," ",25.1,0,0.00608,NA,367.8,4.38,0.00608,NA,25.1,40.1983806481772,FALSE,25.1,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Picloram","1918-02-1","DTXSID1021160",1.899,241.4," ","3.9",0,0.9973,0.23,NA,241.4,1.899,0.23,NA,0,7.95640366764226,TRUE,7.95640366764226,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Piperonyl butoxide","51-03-6","DTXSID1021166",4.745,338.4," "," ",76.01,1.46e-07,0.005,NA,338.4,4.745,0.005,NA,76.01,39.7713803804808,FALSE,76.01,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Pirimicarb","23103-98-2","DTXSID1032569",1.698,238.3,"4.99"," ",22.53,9.14e-13,0.1633,NA,238.3,1.698,0.1633,NA,22.53,12.5541626988213,FALSE,22.53,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Pirimiphos-methyl","29232-93-7","DTXSID0024266",4.197,305.3,"5.09"," ",49.7,0,0.0134,NA,305.3,4.197,0.0134,NA,49.7,39.2217282483812,FALSE,49.7,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Prochloraz","67747-09-5","DTXSID4024270",4.098,376.7,"2.55"," ",16.4,2.53e-09,0.02237,NA,376.7,4.098,0.02237,NA,16.4,16.2400602032954,FALSE,16.4,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Prodiamine","29091-21-2","DTXSID1034210",4.102,350.3," ","11.8",7.216,0.000124,0.005,NA,350.3,4.102,0.005,NA,7.216,40.3908600779951,FALSE,7.216,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Prometon","1610-18-0","DTXSID6022341",2.991,225.3,"4.97","14.3",8.17,0,0.0289,NA,225.3,2.991,0.0289,NA,8.17,10.8836543273119,FALSE,8.17,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Prometryn","7287-19-6","DTXSID4024272",3.511,241.4,"5.71","14.5",35.78,4.92e-10,0.005,NA,241.4,3.511,0.005,NA,35.78,70.777050375191,FALSE,35.78,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Propamocarb hydrochloride","25606-41-1","DTXSID6034849",0.02809,224.7,"9.3"," ",5.815,1.43e-05,0.8435,NA,224.7,0.02809,0.8435,NA,5.815,3.580727195616,FALSE,5.815,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Propanil","709-98-8","DTXSID8022111",3.071,218.1," ","13.9",11.3,0.03446,0.0713,NA,218.1,3.071,0.0713,NA,11.3,12.8188641848839,FALSE,11.3,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Propazine","139-40-2","DTXSID3021196",2.931,229.7,"3.17","14.3",14.6,1.9e-11,0.03651,NA,229.7,2.931,0.03651,NA,14.6,14.6165753707594,FALSE,14.6,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Propetamphos","31218-83-4","DTXSID7032470",3.816,281.3," ","10",16.24,0.001834,0.009787,NA,281.3,3.816,0.009787,NA,16.24,20.3529676251159,FALSE,16.24,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Propoxur","114-26-1","DTXSID7021948",1.524,209.2," ","14.8",6.899,1.73e-05,0.2159,NA,209.2,1.524,0.2159,NA,6.899,7.55018742511221,FALSE,6.899,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Propyzamide","23950-58-5","DTXSID2020420",3.429,256.1," ","14.2",5.4,0.000991,0.06756,NA,256.1,3.429,0.06756,NA,5.4,10.1253385568504,FALSE,5.4,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Prosulfuron","94125-34-5","DTXSID9034868",1.891,419.4," ","3.51",10.37,1.78e-07,0.005,NA,419.4,1.891,0.005,NA,10.37,6.83804851186775,FALSE,10.37,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Pymetrozine","123312-89-0","DTXSID2032637",-0.1774,217.2,"4.37,0.05"," ",8.611,4.12e-06,0.9946,NA,217.2,-0.1774,0.9946,NA,8.611,3.9010714984123,FALSE,8.611,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Pyraclostrobin","175013-18-0","DTXSID7032638",3.99,387.8,"0.4"," ",53.93,5.062e-07,0.001584,NA,387.8,3.99,0.001584,NA,53.93,31.3520585148104,FALSE,53.93,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Pyridaben","96489-71-3","DTXSID5032573",6.367,364.9," "," ",63.93,0.000527,0.005,NA,364.9,6.367,0.005,NA,63.93,24.3074385821132,FALSE,63.93,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Pyrimethanil","53112-28-0","DTXSID8034877",2.841,199.3,"3.44","13.7",43.89,4.97e-11,0.01673,NA,199.3,2.841,0.01673,NA,43.89,43.4871772216741,FALSE,43.89,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Pyriproxyfen","95737-68-1","DTXSID1032640",4.199,321.4,"2.86"," ",16.86,7.8e-08,0.000907,NA,321.4,4.199,0.000907,NA,16.86,27.9927272709102,FALSE,16.86,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Pyrithiobac-sodium","123343-16-8","DTXSID8032673",0.6002,348.7," ","2.21",0,0.9928,0.0334,NA,348.7,0.6002,0.0334,NA,0,8.17425596122344,TRUE,8.17425596122344,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Quinclorac","84087-01-4","DTXSID6032641",2.772,242.1,"0.17","3.57",0,0.3024,0.02799,NA,242.1,2.772,0.02799,NA,0,15.799055772529,TRUE,15.799055772529,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Quinoxyfen","124495-18-7","DTXSID2034881",4.66,308.1,"3.93"," ",0,0.486,0.005,NA,308.1,4.66,0.005,NA,0,18.7674782913659,TRUE,18.7674782913659,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Resmethrin","10453-86-8","DTXSID7022253",6.14,338.4," "," ",0,0.09958,0.005,NA,338.4,6.14,0.005,NA,0,32.1479044433913,TRUE,32.1479044433913,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Rimsulfuron","122931-48-0","DTXSID1032642",0.2909,431.4," ","4.95",0,0.06066,0.6278,NA,431.4,0.2909,0.6278,NA,0,2.76635076586864,TRUE,2.76635076586864,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Rotenone","83-79-4","DTXSID6021248",4.098,394.4," ","14",28.31,NA,0.003404,NA,394.4,4.098,0.003404,NA,28.31,30.8730529291203,FALSE,28.31,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"s-bioallethrin","28434-00-6","DTXSID2039336",4.78,302.4," "," ",45.9,0,2.31e-08,NA,302.4,4.78,2.31e-08,NA,45.9,38.6915919989639,FALSE,45.9,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Sethoxydim","74051-80-2","DTXSID9024304",4.38,327.5,"2.71"," ",11.87,1.6e-09,0.05472,NA,327.5,4.38,0.05472,NA,11.87,13.0574634288848,FALSE,11.87,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Simazine","122-34-9","DTXSID4021268",2.18,201.7,"3.23"," ",6.326,0.000474,0.2845,NA,201.7,2.18,0.2845,NA,6.326,7.61263865713194,FALSE,6.326,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Spiroxamine","118134-30-8","DTXSID1034212",4.616,297.5,"9.34"," ",3.353,0.0108,0.005446,NA,297.5,4.616,0.005446,NA,3.353,8.98884325010836,FALSE,3.353,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Sulfentrazone","122836-35-5","DTXSID6032645",0.9936,387.2," ","9.02",5.715,0.000635,0.9933,NA,387.2,0.9936,0.9933,NA,5.715,6.32377854317144,FALSE,5.715,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Tebufenozide","112410-23-8","DTXSID4034948",4.247,352.5," ","10.1",22.4,7.62e-11,0.03378,NA,352.5,4.247,0.03378,NA,22.4,19.3301832399069,FALSE,22.4,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
